magJ,name,radius,spectraltype,magB,magV,temperature,magK,mass,metallicity,magH,planets
13.254,Kepler-164,1.148,,,,5888,12.935,1.1500,,13.008,3.0
13.430,Kepler-165,0.770,,,,5211,12.843,0.7900,,12.926,2.0
13.346,Kepler-166,0.742,,,,5413,12.88,0.8790,,12.941,3.0
12.446,Kepler-167,0.726,K3-4,,,4890,11.832,0.770,-0.03,11.974,4.0
13.490,Kepler-168,1.107,,,,6282,13.21,1.1200,,13.26,2.0
12.729,Kepler-169,0.763,,,,4997,12.186,0.9180,,12.283,5.0
,Kepler-16 A,0.6489,K,,,4450,,0.6897,-0.3,,0.0
,Kepler-16 B,0.22623,M,,,,,0.20255,,,0.0
13.143,Kepler-170,1.035,,,,5679,12.677,1.0890,,12.773,2.0
13.586,Kepler-171,0.839,,,,5642,13.21,0.9310,,13.23,3.0
13.170,Kepler-172,1.085,,,,5526,12.79,0.8500,,12.88,4.0
13.081,Kepler-173,0.949,,,,6031,12.67,1.0600,,12.76,2.0
12.791,Kepler-174,0.622,,,,4880,12.184,0.6020,,12.293,3.0
13.773,Kepler-175,1.010,,,,6064,13.50,1.0450,,13.487,2.0
13.097,Kepler-176,0.891,,,,5232,12.567,,,12.686,4.0
13.280,Kepler-178,1.066,,,,5676,12.899,0.8900,,12.967,3.0
13.278,Kepler-179,0.759,,,,5302,12.750,0.8420,,12.87,2.0
12.992,Kepler-17,1.05,G2V,14.6,14,5781,12.585,1.16,0.26,12.670,1.0
13.057,Kepler-180,1.063,,,,5731,12.685,0.9100,,12.696,2.0
13.364,Kepler-181,0.749,,,,5333,12.88,0.8530,,12.948,2.0
13.836,Kepler-182,1.146,,,,6250,13.52,1.1000,,13.57,2.0
13.726,Kepler-183,0.958,,,,5888,13.31,0.9900,,13.384,2.0
13.100,Kepler-184,0.873,,,,5788,12.690,0.9700,,12.752,3.0
13.050,Kepler-185,0.806,,,,5208,12.515,0.7730,,12.587,2.0
12.473,Kepler-186,0.472,,,,3788,11.605,0.478,-0.28,11.82,5.0
12.956,Kepler-187,1.287,,,,6105,12.566,1.0000,,12.62,2.0
13.536,Kepler-188,1.141,,,,6021,13.144,1.0100,,13.197,2.0
13.408,Kepler-189,0.750,,,,5235,12.921,0.8240,,12.941,2.0
12.19,Kepler-18,1.108,,,14,5383.0,11.756,0.972,0.2,11.873,3.0
12.728,Kepler-190,0.795,,,,5106,12.231,0.8020,,12.279,2.0
13.42,Kepler-191,0.789,,,,5282,12.88,0.8280,,12.96,3.0
12.892,Kepler-192,1.007,,,,5479,12.427,0.9050,,12.512,3.0
13.539,Kepler-193,1.147,,,,6335,13.22,1.1390,,13.242,2.0
13.780,Kepler-194,1.025,,,,6089,13.51,1.0530,,13.450,3.0
13.53,Kepler-195,0.775,,,,5329,12.959,0.8430,,13.05,2.0
12.752,Kepler-196,0.782,,,,5128,12.235,,,12.300,2.0
10.814,Kepler-197,1.120,,12.42,11.78,6004,10.535,0.8640,,10.577,4.0
12.421,Kepler-198,0.940,,,,5574,12.027,0.9580,,12.067,3.0
12.449,Kepler-199,0.967,,,,5644,12.083,1.0030,,12.101,2.0
10.719,Kepler-19,0.850,G8V,12.88,12,5541,10.318,0.936,-0.13,10.375,2.0
12.871,Kepler-200,0.944,,,,5678,12.455,1.0420,,12.580,2.0
12.037,Kepler-201,1.229,,,,6065,11.737,1.1770,,11.784,2.0
12.255,Kepler-202,0.667,,,,4668,11.639,0.6830,,11.73,2.0
12.859,Kepler-203,1.114,,,,5821,12.445,1.0100,,12.470,3.0
12.846,Kepler-204,1.238,,,,5812,12.481,1.0500,,12.486,2.0
11.608,Kepler-205,0.546,,,,4321,10.833,0.5920,,10.962,2.0
12.330,Kepler-206,1.185,,,,5764,12.001,1.0210,,12.048,3.0
12.100,Kepler-207,1.588,,,,5920,11.805,1.0400,,11.841,3.0
12.547,Kepler-208,1.314,,,,6092,12.210,0.9630,,12.309,4.0
12.797,Kepler-209,0.935,,,,5513,12.362,0.9310,,12.432,2.0
11.252,Kepler-20,0.944,G8,13.41,12.5,5466.0,10.871,0.912,0.02,10.910,5.0
11.992,Kepler-210,0.650,K,,,4559,11.313,0.6120,,11.449,2.0
11.927,Kepler-211,0.816,,,,5123,11.447,0.9140,,11.488,2.0
11.931,Kepler-212,1.455,,,,5852,11.620,1.1660,,11.699,2.0
12.477,Kepler-213,1.195,,,,5696,12.122,0.9760,,12.170,2.0
12.941,Kepler-214,1.352,,,,6169,12.607,1.1500,,12.678,2.0
12.417,Kepler-215,1.027,,,,5739,11.996,0.9770,,12.065,4.0
12.956,Kepler-216,1.260,,,,6091,12.621,1.1290,,12.695,2.0
12.319,Kepler-217,1.799,,,,6171,12.103,1.3830,,12.176,3.0
12.732,Kepler-218,1.063,,,,5502,12.311,1.0190,,12.386,3.0
12.678,Kepler-219,1.491,,,,5786,12.389,1.1710,,12.400,3.0
7.23,Kepler-21 A,1.860,F6IV,8.767,8.25,6131,6.945,1.340,-0.15,7.031,1.0
,Kepler-21 B,,,,,,,0.42,,,0.0
11.206,Kepler-220,0.666,,,,4632,10.550,0.7170,,10.672,4.0
12.413,Kepler-221,0.821,,,,5243,11.900,0.8160,,11.995,4.0
13.717,Kepler-222,0.869,,,,5433,13.23,0.8570,,13.341,3.0
14.10,Kepler-223,1.017,,,15,5829,13.63,0.9500,,13.73,4.0
14.212,Kepler-224,0.676,,,,5018,13.70,0.8250,,13.722,4.0
14.032,Kepler-225,0.480,,,,3682,13.25,,,13.341,2.0
14.114,Kepler-226,0.802,,,,5571,13.63,0.9120,,13.72,3.0
14.082,Kepler-227,1.091,,,,5854,13.65,0.9200,,13.75,2.0
14.528,Kepler-228,1.014,,,,6043,14.13,1.0400,,14.11,3.0
14.36,Kepler-229,0.728,,,,5120,13.79,0.7940,,13.87,3.0
10.523,Kepler-22,0.979,G5,11.5,,5510.0,10.152,0.97,,10.211,1.0
13.824,Kepler-230,0.817,,,,5588,13.30,0.9180,,13.37,2.0
13.405,Kepler-231,0.490,,,,3767,12.589,0.5800,,12.775,2.0
14.179,Kepler-232,0.968,,,,5847,13.77,0.9640,,13.799,2.0
14.006,Kepler-233,0.758,,,,5360,13.45,0.8550,,13.555,2.0
14.387,Kepler-234,1.113,,,,6224,14.06,1.0900,,14.10,2.0
13.952,Kepler-235,0.554,,,,4255,13.12,0.5810,,13.278,4.0
13.224,Kepler-236,0.510,,,,3750,12.312,0.5490,,12.537,2.0
13.749,Kepler-237,0.725,,,,4861,13.17,0.6960,,13.22,2.0
13.894,Kepler-238,1.430,,,,5751,13.51,0.9700,,13.545,5.0
13.703,Kepler-239,0.763,,,,4914,13.13,0.7570,,13.215,2.0
12.353,Kepler-23,1.548,,13.6,,5828,11.998,1.1900,,12.047,3.0
14.113,Kepler-240,0.739,,,,4985,13.46,0.7530,,13.606,2.0
13.608,Kepler-241,0.668,,,,4699,12.88,0.6710,,13.064,2.0
13.821,Kepler-242,0.850,,,,5020,13.24,0.7200,,13.316,2.0
13.622,Kepler-243,0.842,,,,5228,13.06,0.7890,,13.191,2.0
14.306,Kepler-244,0.803,,,,5554,13.73,0.9100,,13.85,3.0
14.121,Kepler-245,0.795,,,,5100,13.64,0.7770,,13.69,4.0
13.587,Kepler-246,0.831,,,,5206,13.04,0.7590,,13.150,2.0
13.597,Kepler-247,0.768,,,,5100,13.051,0.7730,,13.178,3.0
13.911,Kepler-248,0.831,,16.21,15.18,5190,13.36,,,13.442,2.0
12.836,Kepler-249,0.482,,,,3568,11.966,0.5060,,12.150,3.0
13.763,Kepler-24,1.289,,,,5897,13.372,1.0200,,13.45,4.0
14.000,Kepler-250,0.805,,,,5160,13.48,0.7530,,13.50,3.0
13.96,Kepler-251,0.890,,,,5526,13.63,0.9600,,13.596,4.0
13.240,Kepler-252,0.549,,,,4208,12.466,0.6100,,12.650,2.0
14.055,Kepler-253,0.786,,,,5208,13.53,0.8080,,13.632,3.0
14.68,Kepler-254,0.910,,,,5957,14.25,1.0210,,14.27,3.0
14.227,Kepler-255,0.933,,,,5573,13.69,0.8780,,13.854,3.0
13.824,Kepler-256,1.301,,,,5551,13.42,1.0000,,13.496,4.0
13.916,Kepler-257,1.037,,,,5180,13.371,0.7400,,13.448,3.0
13.556,Kepler-258,0.915,,,,4942,12.956,0.7000,,13.086,2.0
14.009,Kepler-259,0.898,,,,5938,13.555,1.0150,,13.673,2.0
9.764,Kepler-25,1.34,F,11.32,10.77,6354,9.493,1.26,0.11,9.532,3.0
12.900,Kepler-260,0.862,,,,5250,12.494,0.9000,,12.540,2.0
12.127,Kepler-261,0.794,,,,5098,11.585,0.8760,,11.672,2.0
13.118,Kepler-262,0.881,,,,5841,12.732,,,12.759,2.0
13.99,Kepler-263,0.785,,,,5265,13.55,0.8010,,13.53,2.0
11.918,Kepler-264,1.550,,,,6158,11.591,1.3700,,11.692,2.0
14.252,Kepler-265,1.103,,,,5835,13.90,1.1500,,13.94,4.0
14.300,Kepler-266,1.028,,,,5885,13.811,1.0600,,13.907,2.0
13.334,Kepler-267,0.555,,,,4258,12.485,0.5520,,12.68,3.0
12.675,Kepler-268,1.274,,,,6081,12.382,1.1300,,12.411,2.0
14.438,Kepler-269,0.959,,,,5847,13.961,1.0400,,14.140,2.0
13.408,Kepler-26,0.571,,,,4486,12.630,0.6340,,12.746,4.0
12.938,Kepler-270,1.461,,,,6067,12.627,1.1700,,12.614,2.0
12.198,Kepler-271,0.880,,,,5524,11.745,,,11.819,3.0
13.159,Kepler-272,0.929,,,,5297,12.708,0.7900,,12.83,3.0
13.682,Kepler-273,0.815,,,,5626,13.217,0.9160,,13.350,2.0
13.773,Kepler-274,1.007,,,,6023,13.46,,,13.458,2.0
14.28,Kepler-275,1.383,,,,6165,13.96,1.1980,,14.03,3.0
14.234,Kepler-276,1.046,,,,6105,13.84,1.0500,,13.867,3.0
12.288,Kepler-277,1.65,,,,5946.00,11.966,1.19,,12.003,2.0
10.047,Kepler-278,2.935,,12.79,11.81,4991,9.465,1.0790,0.28,9.581,2.0
12.724,Kepler-279,1.746,,,,6363,12.509,1.3100,,12.509,3.0
14.48,Kepler-27,0.59,,,,5400.0,14.12,0.65,0.41,14.03,2.0
13.289,Kepler-280,0.886,,,,5744,12.844,0.9570,,12.914,2.0
14.500,Kepler-281,0.899,,,,5723,13.99,0.9430,,14.16,2.0
14.080,Kepler-282,0.904,,,,5602,13.65,1.0820,,13.718,4.0
13.927,Kepler-283,0.566,,,,4351,13.14,0.5960,,13.263,2.0
14.56,Kepler-284,0.814,,,,5615,14.08,0.9230,,14.15,2.0
13.887,Kepler-285,0.808,,,,5411,13.32,0.8650,,13.435,2.0
14.39,Kepler-286,0.863,,,,5580,14.12,1.0300,,14.06,4.0
13.542,Kepler-287,1.032,,,,5806,13.13,0.9300,,13.20,2.0
14.000,Kepler-288,1.091,,,,5918,13.587,1.0800,,13.662,3.0
12.861,Kepler-289,1.00,,,,5990,12.508,1.08,0.05,12.596,3.0
13.334,Kepler-28,0.70,K4V,,,4590.0,12.719,0.75,0.34,12.767,2.0
14.054,Kepler-290,0.743,,,,5147,13.45,0.7980,,13.58,2.0
14.69,Kepler-291,1.016,,,,6002,14.15,1.0100,,14.34,2.0
14.537,Kepler-292,0.826,,,,5299,13.97,0.8340,,14.08,5.0
14.098,Kepler-293,0.957,,,,5804,13.66,0.9530,,13.781,2.0
14.57,Kepler-294,0.976,,,,5913,14.17,0.9940,,14.26,2.0
13.145,Kepler-295,0.898,,,,5603,12.717,0.8850,,12.763,3.0
13.73,Kepler-296 A,0.480,M2V,,,3740,12.93,0.498,-0.08,,5.0
14.83,Kepler-296 B,0.322,,,,3440,14.07,0.326,-0.08,,0.0
13.122,Kepler-297,1.04,,,,6150,12.78,1.04,-0.12,12.785,2.0
13.718,Kepler-298,0.582,,,,4465,13.07,0.6600,,13.139,3.0
13.875,Kepler-299,1.032,,,,5617,13.44,1.0010,,13.510,4.0
14.13,Kepler-29,0.96,G5V,,,5750.0,13.66,1.0,,13.67,2.0
13.113,Kepler-300,0.900,,,,5986,12.742,1.0350,,12.803,2.0
13.146,Kepler-301,0.900,,,,5815,12.706,0.9700,,12.824,3.0
14.259,Kepler-302,1.220,,,,5740,13.90,1.0210,,13.91,2.0
12.410,Kepler-303,0.485,,,,3944,11.596,0.5750,,11.761,2.0
13.243,Kepler-304,0.687,,,,4731,12.63,0.6870,,12.75,4.0
14.250,Kepler-305,0.794,,,,5100,13.70,0.9000,,13.74,3.0
14.084,Kepler-306,0.719,,,,4954,13.503,0.9300,,13.607,4.0
12.833,Kepler-307,1.03,,,,5577.00,12.321,0.78,,12.452,3.0
14.61,Kepler-308,0.941,,,,5895,14.19,0.9970,,14.15,2.0
13.504,Kepler-309,0.721,,,,4713,12.852,0.6660,,12.931,2.0
13.056,Kepler-310,0.876,,,,5797,12.626,0.9700,,12.690,3.0
12.751,Kepler-311,1.188,,,,5905,12.418,,,12.47,2.0
11.902,Kepler-312,1.467,,,,6115,11.596,,,11.664,2.0
12.868,Kepler-313,1.536,,,,5727,12.52,0.9600,,12.551,2.0
11.242,Kepler-314,0.950,,,,5378,10.778,1.0240,,10.850,2.0
13.982,Kepler-315,1.037,,,,5796,13.58,,,13.622,2.0
13.324,Kepler-316,0.520,,,,4204,12.542,0.5870,,12.681,2.0
14.095,Kepler-317,0.941,,,,5497,13.67,0.8160,,13.722,2.0
12.148,Kepler-318,1.189,,,,5746,11.766,0.9800,,11.832,2.0
12.631,Kepler-319,0.903,,,,5526,12.208,0.9600,,12.315,3.0
14.233,Kepler-31,1.306,,,,6034,13.87,1.2080,,13.984,3.0
12.546,Kepler-320,1.108,,,,6435,12.31,1.1800,,12.283,2.0
11.621,Kepler-321,1.194,,,,5740,11.249,0.8980,,11.300,2.0
12.246,Kepler-322,0.890,,,,5388,11.837,0.9000,,11.867,2.0
11.689,Kepler-323,1.178,,,,5987,11.354,1.1600,,11.423,2.0
12.783,Kepler-324,0.840,,,,5194,12.291,0.8500,,12.34,2.0
13.81,Kepler-325,1.003,,,,5752,13.35,0.9180,,13.40,3.0
12.229,Kepler-326,0.801,,,,5105,11.673,0.9140,,11.783,3.0
12.794,Kepler-327,0.492,,,,3799,11.956,0.5470,,12.110,3.0
13.51,Kepler-329,0.523,,,,4257,12.693,0.6020,,12.85,2.0
13.616,Kepler-32,0.53,,,,3900.0,12.757,0.58,,12.901,5.0
13.860,Kepler-330,0.722,,,,5117,13.26,0.7920,,13.315,2.0
14.08,Kepler-331,0.492,,,,4347,13.34,0.6530,,13.51,3.0
12.558,Kepler-332,0.720,,,,4955,11.974,,,12.073,3.0
12.860,Kepler-333,0.534,,,,4259,12.118,0.6010,,12.227,2.0
11.710,Kepler-334,1.068,,,,5828,11.409,1.0600,,11.448,3.0
12.848,Kepler-335,1.854,,,,5877,12.496,,,12.574,2.0
12.488,Kepler-336,1.304,,,,5867,12.144,1.0570,,12.194,3.0
11.537,Kepler-337,1.761,,,,5684,11.183,1.0210,,11.257,2.0
11.10,Kepler-338,1.735,,12.88,12.19,5923,10.756,1.1010,-0.07,10.84,4.0
13.280,Kepler-339,0.802,,,,5631,12.87,0.9340,,12.895,3.0
12.871,Kepler-33,1.82,,14.39,13.74,5904.0,12.591,1.291,0.0250,12.620,5.0
11.725,Kepler-340,1.850,,,,6620,11.583,,,11.629,2.0
13.416,Kepler-341,1.024,,,,6012,12.994,1.0120,,13.112,4.0
12.220,Kepler-342,1.472,,,,6175,11.957,,,11.999,4.0
13.039,Kepler-343,1.433,,,,5807,12.683,,,12.722,2.0
14.082,Kepler-344,0.976,,,,5774,13.66,0.9300,,13.71,2.0
12.309,Kepler-345,0.623,,,,4504,11.551,0.6100,,11.665,2.0
13.968,Kepler-346,1.021,,,,6033,13.58,1.0200,,13.611,2.0
13.391,Kepler-347,1.005,,,,6088,13.047,,,13.08,2.0
11.708,Kepler-348,1.359,,,,6177,11.377,,,11.454,2.0
13.584,Kepler-349,0.927,,,,5956,13.18,1.0170,,13.283,2.0
,Kepler-34 A,1.1618,,,,,,1.0479,,,0.0
,Kepler-34 B,1.0927,,,,,,1.0208,,,0.0
12.718,Kepler-350,1.534,,,,6186,12.393,1.1300,,12.450,3.0
14.669,Kepler-351,0.854,,,,5643,14.097,,,14.205,3.0
11.610,Kepler-352,0.781,,,,5212,11.132,,,11.18,2.0
13.601,Kepler-353,0.504,,,,3903,12.808,0.5530,,12.951,2.0
13.875,Kepler-354,0.674,,,,4648,13.16,,,13.255,3.0
14.007,Kepler-355,1.066,,,,6184,13.673,1.0900,,13.592,2.0
12.000,Kepler-356,1.335,,,,6133,11.704,1.1300,,11.745,2.0
13.991,Kepler-357,0.834,,,,5036,13.41,0.7270,,13.514,3.0
14.106,Kepler-358,0.954,,,,5908,13.652,0.9980,,13.789,2.0
14.736,Kepler-359,1.086,,,,6248,14.487,,,14.430,3.0
,Kepler-35 A,1.02,,,,,,0.89,,,0.0
,Kepler-35 B,0.7861,,,,,,0.81,,,0.0
13.642,Kepler-360,1.058,,,,6053,13.23,1.0250,,13.299,2.0
12.526,Kepler-361,1.343,,,,6169,12.198,,,12.275,2.0
13.322,Kepler-362,0.722,,,,5788,12.78,,,12.921,2.0
12.111,Kepler-363,1.485,,,,5593,11.697,1.0700,,11.755,3.0
12.676,Kepler-364,1.284,,,,6108,12.388,1.2000,,12.419,2.0
13.484,Kepler-365,1.048,,,,6012,13.14,,,13.155,2.0
13.708,Kepler-366,1.048,,,,6209,13.35,1.1000,,13.385,2.0
11.243,Kepler-367,0.695,,,,4710,10.674,0.6770,,10.752,2.0
11.600,Kepler-368,2.019,,,,5502,11.175,0.9700,,11.229,2.0
13.247,Kepler-369,0.471,,,,3591,12.395,0.4700,,12.594,2.0
11.124,Kepler-36,1.619,,12.66,11.94,5911.0,10.788,1.071,,10.850,2.0
13.977,Kepler-370,0.900,,,,5852,13.55,,,13.65,2.0
12.701,Kepler-371,0.992,,,,5666,12.344,,,12.356,2.0
13.878,Kepler-372,1.137,,,,6509,13.56,1.2020,,13.56,3.0
13.280,Kepler-373,0.845,,,,5787,12.86,0.9780,,12.90,2.0
13.503,Kepler-374,0.911,,,,5977,13.14,1.0300,,13.181,3.0
14.54,Kepler-375,0.837,,,,5826,14.08,0.9850,,14.09,2.0
12.697,Kepler-376,1.175,,,,5900,12.320,1.1400,,12.384,2.0
12.801,Kepler-377,1.224,,,,5949,12.469,1.1040,,12.474,2.0
10.846,Kepler-378,0.671,,,,4661,10.201,0.6660,,10.317,2.0
12.341,Kepler-379,1.306,,,,6054,12.005,1.1100,,12.092,2.0
8.356,Kepler-37,0.770,,10.45,9.77,5417,7.942,0.803,-0.32,8.000,4.0
12.614,Kepler-380,1.224,,,,6045,12.289,1.1100,,12.350,2.0
9.721,Kepler-381,1.568,,11.08,10.47,6152,9.504,1.3780,,9.547,2.0
13.403,Kepler-382,0.945,,,,5600,12.890,0.8740,,12.953,2.0
13.367,Kepler-383,0.672,,,,4710,12.674,0.6690,,12.807,2.0
12.419,Kepler-384,0.882,,,,5577,12.038,0.9940,,12.082,2.0
14.156,Kepler-385,1.126,,,,6326,13.819,1.1000,,13.851,2.0
14.18,Kepler-386,0.767,,,,5178,13.61,0.7810,,13.75,2.0
12.909,Kepler-387,1.046,,,,5774,12.536,1.1300,,12.608,2.0
13.261,Kepler-388,0.586,,,,4498,12.544,0.6350,,12.657,2.0
14.417,Kepler-389,0.792,,,,5376,13.896,,,13.903,2.0
,Kepler-38 A,1.757,,,,,,0.949,,,0.0
,Kepler-38 B,0.2724,,,,,,0.249,,,0.0
12.584,Kepler-390,0.776,,,,5166,12.075,0.8440,,12.194,2.0
11.564,Kepler-391,3.569,,,,4940,10.970,,,11.072,2.0
12.414,Kepler-392,1.129,,,,5938,12.121,,,12.151,2.0
12.325,Kepler-393,1.382,,,,6189,11.995,1.3800,,12.087,2.0
13.724,Kepler-394,1.132,,,,6402,13.384,1.1700,,13.436,2.0
13.818,Kepler-395,0.556,,,,4262,12.948,0.5470,,13.131,2.0
14.587,Kepler-397,0.767,,,,5307,13.900,0.8440,,14.123,2.0
11.514,Kepler-398,0.613,,,,4493,10.794,0.6490,,10.932,3.0
13.175,Kepler-399,0.680,,,,5502,12.698,0.9270,,12.779,3.0
12.566,Kepler-400,1.145,,,,5886,12.296,1.0300,,12.289,2.0
12.277,Kepler-401,1.333,,,,6117,11.987,,,12.06,3.0
12.303,Kepler-402,1.264,,,,6090,11.993,,,12.082,4.0
11.830,Kepler-403,1.329,,,,6090,11.537,,,11.575,3.0
13.908,Kepler-404,0.884,,,,5654,13.477,0.9250,,13.527,2.0
14.543,Kepler-405,0.893,,,,5818,14.056,1.0200,,14.172,2.0
11.340,Kepler-406,1.07,,,,5538,10.970,1.07,0.18,11.035,2.0
11.332,Kepler-407,1.01,,,,5476,10.911,1.00,0.33,10.983,2.0
8.200,Kepler-409,0.89,,10.36,9.64,5460,7.768,0.92,0.08,7.838,1.0
,Kepler-410 A,1.352,,,,6273,,1.214,,,1.0
,Kepler-410 B,,,,,4850,,,,,0.0
13.190,Kepler-412,1.287,G3V,14.41,13.73,5750,12.84,1.167,0.27,12.93,1.0
,Kepler-413 A,0.7761,,,,4700,,0.82,-0.2,,0.0
,Kepler-413 B,0.484,,,,3463,,0.5423,,,0.0
13.493,Kepler-418,1.60,,,,6029,13.10,1.29,0.31,13.24,1.0
13.262,Kepler-41,1.02,G2V,,,5620,12.892,1.12,0.29,12.938,1.0
12.009,Kepler-421,0.757,,,5.9,5308,11.535,0.794,-0.25,11.619,1.0
12.357,Kepler-422,1.24,,,,5972,12.041,1.15,0.23,12.126,1.0
12.905,Kepler-424,0.94,,,,5460,12.470,1.01,0.44,12.60,2.0
12.177,Kepler-42,0.17,M3V,17.96,16.124,,11.465,0.13,-0.3,11.685,3.0
12.743,Kepler-430,1.485,,,,5884,12.391,1.166,,12.486,2.0
10.945,Kepler-431,1.092,,,,6004,10.649,1.071,,10.678,3.0
13.400,Kepler-434,1.38,,,,5970,13.039,1.198,0.35,13.035,1.0
14.083,Kepler-436,0.697,,,,4651,13.333,0.729,0.01,13.490,2.0
12.564,Kepler-437,0.680,,,,4551,11.847,0.707,0.00,11.965,1.0
12.130,Kepler-438,0.520,,,,3748,11.199,0.544,0.16,11.449,1.0
13.344,Kepler-439,0.866,,,,5431,12.919,0.884,0.02,12.955,1.0
12.960,Kepler-440,0.559,,,,4134,12.121,0.575,-0.30,12.323,1.0
13.040,Kepler-441,0.550,,,,4340,12.288,0.0572,-0.57,12.403,1.0
13.233,Kepler-442,0.598,,,,4402,12.488,0.609,-0.37,12.581,1.0
14.365,Kepler-443,0.706,,,,4723,13.815,0.738,-0.01,13.802,1.0
7.244,Kepler-444 A,0.752,K0V,6.67,8.86,5046,6.703,0.758,-0.55,6.772,5.0
,Kepler-444 B,,M,,,3464,9.67,0.29,,,0.0
,Kepler-444 C,,M,,,,9.97,0.25,,,0.0
13.542,Kepler-445,0.21,M4,,,3157,12.610,0.18,0.27,12.929,3.0
13.591,Kepler-446,0.24,M4,,,3359,12.827,0.22,-0.30,13.075,3.0
11.211,Kepler-447,0.872,G8V,,,5493,10.806,0.764,0.07,10.879,1.0
10.088,Kepler-449 A,1.570,,,,5588,9.701,0.969,,,2.0
,Kepler-449 B,,,,,,9.801,,,,0.0
13.340,Kepler-44,1.35,G2IV,14.7,,5800,12.88,1.12,0.42,12.969,1.0
,Kepler-450 A,1.570,,,,,,1.346,,,3.0
,Kepler-450 B,,,,,,,,,,0.0
,Kepler-452,1.11,,,,5757,,1.037,0.21,,1.0
10.357,Kepler-454,1.066,,,11.57,5687,9.968,1.028,0.27,10.021,3.0
13.749,Kepler-45,0.55,M,,16.88,3820,12.89,0.59,0.08,13.077,1.0
,Kepler-461,0.91,,,,5634.0,,0.98,0.04,,1.0
,Kepler-463,0.90,,,,5661.0,,0.87,-0.28,,1.0
,Kepler-464,1.59,,,,5933.0,,1.21,0.19,,1.0
,Kepler-465,1.29,,,,6310.0,,1.23,0.09,,1.0
,Kepler-466,1.05,,,,5927.0,,1.04,-0.01,,2.0
,Kepler-467,1.37,,,,5809.0,,1.05,0.06,,1.0
,Kepler-468,0.87,,,,5498.0,,0.96,0.10,,1.0
,Kepler-469,1.53,,,,5892.0,,1.14,0.14,,1.0
13.814,Kepler-46,0.790,,,,5309,13.347,0.8200,0.410,13.436,3.0
,Kepler-470,1.66,,,,6613.0,,1.40,0.04,,1.0
,Kepler-471,1.80,,,,6733.0,,1.49,0.07,,1.0
,Kepler-472,0.78,,,,4996.0,,0.85,0.16,,1.0
,Kepler-473,1.34,,,,5816.0,,1.06,0.12,,1.0
,Kepler-474,1.08,,,,5785.0,,0.99,-0.01,,1.0
,Kepler-475,0.79,,,,5009.0,,0.86,0.21,,1.0
,Kepler-476,1.09,,,,5837.0,,1.03,0.04,,1.0
,Kepler-477,0.79,,,,5240.0,,0.87,-0.04,,1.0
,Kepler-478,0.80,,,,5210.0,,0.85,-0.03,,1.0
,Kepler-479,0.81,,,,5247.0,,0.86,-0.02,,1.0
,Kepler-47 A,0.964,G,,,5636,,1.043,,,0.0
,Kepler-47 B,0.3506,G,,,3357,,0.362,,,0.0
,Kepler-480,1.34,,,,6322.0,,1.25,0.11,,1.0
,Kepler-481,1.09,,,,5802.0,,1.01,0.03,,1.0
,Kepler-482,0.72,,,,4871.0,,0.75,-0.13,,1.0
,Kepler-483,1.47,,,,6346.0,,1.28,0.09,,1.0
,Kepler-484,0.87,,,,5668.0,,0.96,-0.10,,1.0
,Kepler-485,1.09,,,,5958.0,,1.07,0.04,,1.0
,Kepler-486,0.75,,,,4926.0,,0.79,-0.04,,1.0
,Kepler-487,0.88,,,,5444.0,,0.91,0.00,,2.0
,Kepler-488,1.09,,,,5970.0,,1.07,0.03,,1.0
,Kepler-489,0.76,,,,5014.0,,0.82,0.00,,1.0
11.702,Kepler-48,0.89,,,,5190.0,11.221,0.89,,11.292,4.0
,Kepler-490,1.12,,,,6045.0,,1.08,-0.02,,1.0
,Kepler-492,0.91,,,,5527.0,,0.94,0.07,,1.0
,Kepler-493,1.54,,,,6457.0,,1.36,0.11,,1.0
,Kepler-494,1.26,,,,6007.0,,1.10,0.02,,1.0
,Kepler-495,0.83,,,,5346.0,,0.86,-0.07,,1.0
,Kepler-496,0.82,,,,5293.0,,0.86,-0.03,,1.0
,Kepler-497,1.11,,,,5834.0,,1.09,0.24,,1.0
,Kepler-498,0.96,,,,5744.0,,0.98,-0.04,,1.0
,Kepler-499,0.83,,,,5312.0,,0.87,0.00,,1.0
13.184,Kepler-49,0.559,,,,4252,12.383,0.5490,,12.487,4.0
11.122,Kepler-4,1.487,G0,12.9,12.7,5857.0,10.805,1.223,0.17,10.84,1.0
,Kepler-500,1.03,,,,5813.0,,1.02,0.03,,1.0
,Kepler-501,1.04,,,,5904.0,,1.03,-0.03,,1.0
,Kepler-502,1.22,,,,6125.0,,1.15,0.05,,1.0
13.461,Kepler-503,1.764,,,,5670,13.045,1.154,0.169,13.138,1.0
,Kepler-504,0.33,,,,3519.0,,0.33,-0.31,,1.0
,Kepler-505,0.53,,,,3931.0,,0.55,-0.19,,1.0
,Kepler-506,1.19,,,,6236.0,,1.19,0.09,,1.0
,Kepler-507,1.32,,,,6113.0,,1.16,0.06,,1.0
,Kepler-508,1.25,,,,6025.0,,1.16,0.18,,1.0
,Kepler-509,1.20,,,,6060.0,,1.10,0.01,,1.0
9.518,Kepler-50,1.58,,11.02,10.54,6225,9.197,1.24,0.03,9.25,2.0
,Kepler-510,1.41,,,,5746.0,,0.91,-0.35,,1.0
,Kepler-511,1.20,,,,5770.0,,1.00,0.01,,1.0
,Kepler-512,1.30,,,,5997.0,,1.17,0.22,,1.0
