period,name,eccentricity,description,discoverymethod,periastrontime,lastupdate,semimajoraxis,mass,periastron,list,discoveryyear
1290,HD 175167 b,0.54,,RV,,10/01/26,2.4,7.8,,Confirmed planets,2010
349.5,HD 175370 b,0.22,Data for this planet was imported from the exoplanet.eu database.,RV,,16/09/21,0.98,4.6,162.0,Confirmed planets,2016
297.3,HD 175541 b,0.33,,RV,,07/04/20,1.03,0.61,,Confirmed planets,2007
8.98,HD 175607 b,0.11,HD 175607 b is a sub-Neptune planet orbiting a metal-poor star.,RV,2455532.17,15/11/15,,0.0283,142,Confirmed planets,2015
1336.61,HD 175607 c,0.42,The origin of the ~1400 day signal in the radial velocity data for HD 175607 is unclear. It may be due to an outer planet or it may be due to activity.,RV,2455244.26,15/11/15,,0.1100,14,Controversial,2015
1016,HD 176051 b,0,A planet orbiting one of the stars of the binary system HD 176051 was identified with PHASES differential astrometry. It is unknown which of the two stars the planet orbits.,astrometry,,18/08/31,1.76,1.5,0,Confirmed planets,2010
406.6,HD 177830 A b,0.009,The star HD 177830 A hosts at least two planets. The planets are close to the 4:1 resonance. The star is four times brighter than our Sun but only visible with binoculars from the Earth.,RV,2450154,15/11/03,1.2218,1.49,85,Confirmed planets,1999
110.9,HD 177830 A c,0.3,The star HD 177830 A hosts at least two planets. The planets are close to the 4:1 resonance. The star is four times brighter than our Sun but only visible with binoculars from the Earth.,RV,2450179,15/11/03,0.5137,0.15,110,Confirmed planets,2010
71.487,HD 178911 B b,0.1243,The planet HD 178911 B b is part of a stellar triple system. The wide binary separation is approximately 640 astronomical units. The planet was found using the HIRES and ELODIE spectrographs mounted on telescopes in Hawaii and France.,RV,,12/12/07,0.32,6.292,,Confirmed planets,2001
14.476,HD 179079 b,0.115,,RV,,09/08/13,0.11,0.08,,Confirmed planets,2009
3.0925,HD 179949 b,0.022,,RV,,06/09/06,0.045,0.95,,Confirmed planets,2000
396.03,HD 180314 b,0.257,,RV,,11/08/05,1.4,22,,Confirmed planets,2010
105.90,HD 180617 b,0.16,HD 180617 b is a Neptune-mass planet in an eccentric orbit near the liquid water zone of the M-dwarf primary of the LDS 6334 binary system. The secondary star is the ultracool dwarf VB 10.,RV,,18/08/14,0.3357,0.03839,269,Confirmed planets,2018
271.7,VB 10 b,,The planet candidate VB 10 b was claimed on the basis of astrometric measurements made as part of the Stellar Planet Survey (STEPS) program. Subsequent radial velocity and astrometric measurements failed to confirm the planet's existence.,astrometry,,,0.360,6.4,,Retracted planet candidate,2009
479,HD 180902 b,0.09,,RV,,10/03/19,1.39,1.6,,Confirmed planets,2010
663,HD 181342 b,0.177,,RV,,10/03/19,1.78,3.3,,Confirmed planets,2010
9.3743,HD 181433 b,0.396,,RV,,09/01/13,0.08,0.0238,,Confirmed planets,2008
962,HD 181433 c,0.28,,RV,,09/01/13,1.76,0.64,,Confirmed planets,2008
2172,HD 181433 d,0.48,,RV,,09/01/13,3,0.54,,Confirmed planets,2008
956,HD 181720 b,0.26,,RV,,11/01/11,1.78,0.37,,Confirmed planets,2009
625.10,HD 183263 b,0.3728,HD 183263 b is a giant planet in an elliptical orbit.,RV,2452113.0,17/12/10,1.486,3.635,232.9,Confirmed planets,2004
5048,HD 183263 c,0.073,HD 183263 c is a massive Jupiter-analogue in a system containing an inner giant planet in an eccentric orbit.,RV,2454952,17/12/10,5.98,9.0,284.9,Confirmed planets,2008
6.838,HD 185269 b,0.30,,RV,2453154.1,16/01/22,0.077,0.94,173,Confirmed planets,2006
3.4741085,KELT-20 b,,Data for this planet was imported from the exoplanet.eu database.,transit,,17/07/11,0.0542,3.518,,Confirmed planets,2017
986,HD 187085 b,0.47,,RV,,10/12/22,2.05,0.75,,Confirmed planets,2006
3.0965886,HD 187123 b,0.0093,HD 187123 b is a hot Jupiter discovered by precision radial velocity measurements. It is a member of a hierarchical 2-planet system.,RV,2454342.87,17/12/10,0.04213,0.5074,360,Confirmed planets,1998
3380,HD 187123 c,0.295,HD 187123 c is a long-period giant planet on an eccentric orbit. It is a member of a hierarchical 2-planet system.,RV,2453649,17/12/10,4.46,1.80,260.4,Confirmed planets,2007
772,HD 18742 b,0,The star HD 18742 hosts a Jupiter-like planet. It was discovered as part of a Doppler survey at the Keck Observatory. Special thanks goes to Andrew from the Punahou School in Hawaii who pointed out an error in the spectral classification.,RV,,12/08/07,1.92,2.7,,Confirmed planets,2011
456.46,HD 188015 A b,0.15,The star HD 188015 A is part of a binary system. The binary companion is approximately 684 astronomical units away and much less massive. The planet was found by Geoffrey Marcy and collaborators in 2005.,RV,,12/12/08,1.19,1.26,,Confirmed planets,2004
14.275,HD 189567 b,0.23,This planet is part of a large data release by the Euopean HARP team.,RV,,11/09/12,0.1099,0.0316,,Confirmed planets,2011
2.21857312,HD 189733 A b,0.0041,"The planet HD 189733 b is a transiting hot Jupiter on a 2 day orbit. Astronomers have observed the secondary eclipse with the Hubble Space Telescope. They found evidence for optically thick reflective clouds on the dayside hemisphere. According to the best-fit albedo values, the planet would appear deep blue at visible wavelengths.",transit,,13/08/18,0.03142,1.138,,Confirmed planets,2005
1038.1,HD 190647 b,0.18,,RV,,07/04/07,2.07,1.9,,Confirmed planets,2007
4885,HD 190984 b,0.57,,RV,,10/11/06,5.5,3.1,,Confirmed planets,2009
1606.3,HD 191806 b,0.259,Data for this planet was imported from the exoplanet.eu database.,RV,,17/11/27,2.80,8.52,4.0,Confirmed planets,2016
24.3587,HD 192263 b,0.008,,RV,,12/06/12,0.15312,0.733,,Confirmed planets,1999
345.53,HD 192699 b,0.129,,RV,2454036.6,15/09/20,1.32,2.40,41.3,Confirmed planets,2007
18.20163,HD 195019 A b,0.014,The planet is orbiting a star that is part of a binary system. The planet's periastron is far enough away from the host star such that tides are not important.,RV,,12/12/08,0.1388,3.7,,Confirmed planets,1998
1.48,HD 195689 b,,Data for this planet was imported from the exoplanet.eu database.,transit,,17/07/13,,,,Confirmed planets,2017
1316.24,HD 196050 A b,0.21,,RV,,12/12/04,2.47,2.83,,Confirmed planets,2002
3638,HD 196067 b,0.66,,RV,,12/11/29,5.02,6.9,148.2,Confirmed planets,2011
1326,HD 196885 A b,0.48,The planet HD 196885 A b is orbiting a binary star in the constellation Delphinus. In 2004 a planet with an orbital period of 386 days was reported. A follow up study did not confirm the original planet but found strong evidence for a planet with a much longer period.,RV,,12/12/07,2.6,2.98,,Confirmed planets,2007
1035.7,HD 197037 b,0.22,This planet was found by looking at 113 radial velocity data points which have been obtained over the last 10 years with a 2.7m telescope.,RV,2451353.1,16/01/22,2.07,0.79,298,Confirmed planets,2012
535.7,HD 19994 A b,0.3,The star system 94 Ceti (also known ad HD 19994) is an eccentric binary approximately 73 light years away from Earth. A planet orbiting the primary star was discovered in 2000 by the European Southern Observatory.,RV,,12/12/08,1.42,1.68,,Confirmed planets,2000
11.849,HD 20003 b,0.4,This planet is part of a large data release by the Euopean HARP team.,RV,,11/09/12,0.0974,0.0378,,Confirmed planets,2011
33.823,HD 20003 c,0.16,This planet is part of a large data release by the Euopean HARP team.,RV,,11/09/12,0.1961,0.0422,,Confirmed planets,2011
613.8,HD 200964 b,0.04,,RV,2454900,15/09/23,1.601,1.85,288.0,Confirmed planets,2010
825.0,HD 200964 c,0.181,,RV,2455000,15/09/23,1.950,0.895,182.6,Confirmed planets,2010
255.87,HD 202206 b,0.435,,RV,,10/12/30,0.83,17.4,,Confirmed planets,2002
1383.4,HD 202206 c,0.267,,RV,,10/12/30,2.55,2.44,,Confirmed planets,2004
500,HD 20367 b,0.23,,RV,,10/12/16,1.25,1.07,,Confirmed planets,2002
1183,HD 2039 b,0.67,,RV,,09/10/07,2.2,4.9,,Confirmed planets,2002
2024.1,HD 204313 b,0.0946,,RV,,17/12/23,3.04,4.28,292.5,Confirmed planets,2009
34.905,HD 204313 c,0.155,This planet is part of a large data release by the European HARPS team.,RV,,17/12/23,0.2099,0.0553,238,Confirmed planets,2011
2831.6,HD 204313 d,0.28,The planet candidate HD 204313 d was announced by Robertson et al. (2012) to be in a 3:2 resonance with the giant planet HD 204313 b. The follow-up study by Díaz et al. (2016) failed to confirm this planet candidate.,RV,2456376.9,17/12/23,3.93,1.68,247,Controversial,2012
1733,HD 204941 b,0.37,HD 204941 b was found with the European High Accuracy Radial velocity Planet Searcher (HARPS) which can reach sub-meter-per-second precision. The host star shows evidence for long-term solar-like magnetic cycles.,RV,,11/08/02,2.56,0.266,,Confirmed planets,2011
279.8,HD 205739 b,0.27,,RV,,08/09/08,0.896,1.37,,Confirmed planets,2008
610,HD 206610 b,0.229,,RV,,10/03/19,1.68,2.2,,Confirmed planets,2010
597.065,HD 20782 b,0.956,"The planet HD 20782 b is orbiting the main sequence star HD 20782, a star in a binary system in which both stars host a planetary systems. This is the first such system.",RV,2457038.458,16/01/10,1.397,1.43,142.1,Confirmed planets,2006
29.15,HD 20781 b,0.11,The planet HD 20781 b is orbiting a star in a binary system in which both stars host a planetary systems. This is the first such system. It was announced as part of a large data release by the Euopean HARPS team.,RV,,16/01/10,0.1690,0.037882,,Confirmed planets,2011
85.131,HD 20781 c,0.28,The planet HD 20781 c is orbiting a star in a binary system in which both stars host a planetary systems. This is the first such system. It was announced as part of a large data release by the Euopean HARPS team.,RV,,16/01/10,0.3456,0.049649,,Confirmed planets,2011
161.97,HD 207832 b,0.13,"The planetary system HD 207832 was discovered with radial velocity measurements from Keck/HIRES. It consists of two gas giants. Additional small mass planets might exists interior to planet b, according to a stability analysis.",RV,,12/07/13,0.570,0.56,,Confirmed planets,2012
1155.7,HD 207832 c,0.27,"The planetary system HD 207832 was discovered with radial velocity measurements from Keck/HIRES. It consists of two gas giants. Additional small mass planets might exists interior to planet b, according to a stability analysis.",RV,,12/07/13,2.112,0.73,,Confirmed planets,2012
18.315,HD 20794 b,0.0,The planetary system around the star HD 20794 consists of three super-Earths.,RV,,11/08/18,0.1207,0.0084933,,Confirmed planets,2011
40.114,HD 20794 c,0.0,The planetary system around the star HD 20794 consists of three super-Earths. The planet HD 20794 c is the smallest planet signature detected so far (0.56 m/s) and might need further data to be confirmed.,RV,,11/08/18,0.2036,0.00754968,,Confirmed planets,2011
90.309,HD 20794 d,0.0,The planetary system around the star HD 20794 consists of three super-Earths.,RV,,11/08/18,0.3499,0.015099,,Confirmed planets,2011
129.8,HD 208487 b,0.21,,RV,,10/12/24,0.51,0.413,,Confirmed planets,2004
875.5,HD 208527 b,0.08,The observation of this planet was made using the fiber-fed Bohyunsan Observatory Echelle Spectrograph between September 2008 to June 2012.,RV,,12/11/11,2.1,9.9,,Confirmed planets,2012
380.85,HD 20868 b,0.75,,RV,2454451.52,15/11/17,0.947,1.99,356.2,Confirmed planets,2008
3.52474859,HD 209458 b,0.0004,"By studying the carbon monoxide gas in the upper atmosphere with great accuracy, astronomers found evidence for a wind, blowing at a speed of 5000 to 10000 km per hour.",transit,,14/04/18,0.04747,0.714,,Confirmed planets,1999
442.1,HD 210277 b,0.472,,RV,,06/09/06,1.1,1.23,,Confirmed planets,1998
354.8,HD 210702 b,0.094,,RV,2452205,15/11/02,1.2,1.9,126,Confirmed planets,2007
2.245715,HD 212301 b,0.0,,RV,,10/12/23,0.036,0.45,,Confirmed planets,2005
373.3,HD 212771 b,0.111,,RV,,10/03/19,1.22,2.3,,Confirmed planets,2010
951,HD 213240 A b,0.45,"The binary star system HD 213240 consists of the components A and C. The letter B was already used by the WDS survey from 1901 to describe another object. However, it turns out that the B component is not physically associated with the binary. The planet orbiting the A component was discovered in 2001 by Santos and collaborators.",RV,,12/12/08,2.03,4.5,,Confirmed planets,2001
1877,HD 214823 b,0.154,HD 214823 is a massive planet or brown dwarf located near the outer edge of the habitable zone.,RV,,17/11/27,3.18,19.2,125.9,Confirmed planets,2016
7.2825,HD 215152 b,0.34,This planet is part of a large data release by the Euopean HARP team.,RV,,11/09/12,0.0652,0.0087,,Confirmed planets,2011
10.866,HD 215152 c,0.38,This planet is part of a large data release by the Euopean HARP team.,RV,,11/09/12,0.0852,0.0097,,Confirmed planets,2011
191.99,HD 215456 b,0.15,This planet is part of a large data release by the Euopean HARP team.,RV,,11/09/12,0.652,0.101,,Confirmed planets,2011
2277,HD 215456 c,0.19,This planet is part of a large data release by the Euopean HARP team.,RV,,11/09/12,3.394,0.246,,Confirmed planets,2011
3.93404,HD 215497 b,0.16,,RV,,10/12/06,0.047,0.02,,Confirmed planets,2009
567.94,HD 215497 c,0.49,,RV,,10/12/06,1.282,0.33,,Confirmed planets,2009
1311,HD 216435 b,0.07,,RV,,09/10/06,2.56,1.26,,Confirmed planets,2002
1256,HD 216437 b,0.29,,RV,,10/12/30,2.32,1.82,,Confirmed planets,2002
148.6,HD 216536 b,0.38,,RV,2453587,15/01/29,0.609,1.47,270,Confirmed planets,2015
118.45,HD 216770 b,0.37,,RV,,10/12/30,0.46,0.65,,Confirmed planets,2003
22.656,HD 21693 b,0.26,This planet is part of a large data release by the Euopean HARP team.,RV,,11/09/12,0.1484,0.0322,,Confirmed planets,2011
53.881,HD 21693 c,0.24,This planet is part of a large data release by the Euopean HARP team.,RV,,11/09/12,0.2644,0.06472,,Confirmed planets,2011
7.126846,HD 217107 b,0.1283,"HD 217107 b is a short-period gas giant, though its orbit has a longer period than the majority of hot Jupiters and is significantly elliptical. It is a member of a hierarchical two-planet system.",RV,2454395.789,17/12/10,0.07505,1.4135,24.0,Confirmed planets,1998
5178,HD 217107 c,0.376,"HD 217107 c is a giant planet in a long-period, eccentric orbit. It is a member of a hierarchical two-planet system.",RV,2455951,17/12/10,6.06,4.48,206.2,Confirmed planets,2005
1319,HD 217786 b,0.40,,RV,2456053,16/01/22,2.38,13.0,100,Confirmed planets,2010
225.7,HD 218566 b,0.3,,RV,2450360,15/11/03,0.6873,0.21,36,Confirmed planets,2010
5501,HD 219077 b,0.770,,RV,,12/11/29,6.22,10.39,57.61,Confirmed planets,2012
3.092926,HD 219134 b,0,"The planetary system around HD 219134 was discovered independently by teams using HARPS-N and APF, who announced four-planet and six-planet solutions respectively. Spitzer observations allowed the discoverers to detect the transit of the innermost planet in front of the star making HD 219134 b the nearest known transiting planet to date.",RV,,17/12/14,0.03876,0.01491,0,Confirmed planets,2015
6.76458,HD 219134 c,0.062,"The planetary system around HD 219134 was discovered independently by teams using HARPS-N and APF, who announced four-planet and six-planet solutions respectively. Transits of the second planet were detected in 2017.",RV,,17/12/14,0.06530,0.01372,70,Confirmed planets,2015
22.717,HD 219134 f,0.148,"The planetary system around HD 219134 was discovered independently by teams using HARPS-N and APF, who announced four-planet and six-planet solutions respectively.",RV,,17/12/14,0.1463,0.02297,81,Confirmed planets,2015
46.859,HD 219134 d,0.138,HD 219134 with its four low-mass planets is the first result of the Rocky Planet Search program with HARPS-N on the Telescopio Nazionale Galileo in La Palma. This planet was designated HD 219134 d in the HARPS-N announcement.,RV,,17/12/14,0.2370,0.050877,173,Confirmed planets,2015
94.2,HD 219134 g,0,"The planetary system around HD 219134 was discovered independently by teams using HARPS-N and APF, who announced four-planet and six-planet solutions respectively.",RV,2449972,17/12/14,0.3753,0.034,0,Confirmed planets,2015
1842,HD 219134 e,0.34,"The planet candidate HD 219134 e was discovered by Motalebi et al. (2015). It was subsequently shown to be the same candidate as HD 219134 h from Vogt et al. (2015), and the latter name is now used for this planet.",RV,,17/12/14,2.56,0.223,-14.58,Retracted planet candidate,2015
