declination,distance,name,rightascension,binaries,planets,stars
+38 21 19.62,,Kepler-418,19 37 44.04,0.0,1.0,1.0
+48 58 54,771.43,Kepler-41,19 38 03,0.0,1.0,1.0
+45 05 16,320,Kepler-421,18 53 01,0.0,1.0,1.0
+46 19 24,651.31,Kepler-422,18 50 31,0.0,1.0,1.0
+48 34 38,661.72,Kepler-424,19 54 29,0.0,2.0,1.0
+44 37 09.62,38.7,Kepler-42,19 28 52.556,0.0,3.0,1.0
+49 34 46.0,,Kepler-430,19 31 14.07,0.0,2.0,1.0
+43 13 40.0,,Kepler-431,18 44 26.96,0.0,3.0,1.0
+42 45 44.08,1240,Kepler-434,19 34 20.729,0.0,1.0,1.0
+44 24 43.4,618,Kepler-436,20 06 52.98,0.0,2.0,1.0
+44 01 37.0,417,Kepler-437,19 49 23.37,0.0,1.0,1.0
+41 57 03.9,145,Kepler-438,18 46 35.00,0.0,1.0,1.0
+44 02 02.4,693,Kepler-439,18 43 12.38,0.0,1.0,1.0
+41 27 07.9,261,Kepler-440,19 01 23.99,0.0,1.0,1.0
+49 00 45.2,284,Kepler-441,18 58 16.05,0.0,1.0,1.0
+39 16 48.3,342,Kepler-442,19 01 27.98,0.0,1.0,1.0
+49 58 07.1,779,Kepler-443,19 14 26.53,0.0,1.0,1.0
+41 38 04.5682,35.7,Kepler-444,19 19 00.54910,2.0,5.0,3.0
+46 29 55.08,90,Kepler-445,19 54 56.668,0.0,3.0,1.0
+44 55 15.99,120,Kepler-446,18 49 00.051,0.0,3.0,1.0
+48 33 36.05,,Kepler-447,19 01 04.461,0.0,1.0,1.0
+41 54 02.98,,Kepler-449,19 34 55.874,1.0,2.0,2.0
+45 45 44,1229.1,Kepler-44,20 00 25,0.0,1.0,1.0
+51 00 48.6,,Kepler-450,19 41 56.76,1.0,3.0,2.0
+44 16 39,430,Kepler-452,19 44 00,0.0,1.0,1.0
+38 13 43.95,200,Kepler-454,19 09 54.841,0.0,3.0,1.0
+41 03 51,333,Kepler-45,19 31 30,0.0,1.0,1.0
+46 09 54,,Kepler-461,19 28 59.8,0.0,1.0,1.0
+44 51 28,,Kepler-463,19 55 45,0.0,1.0,1.0
+48 58 56,,Kepler-464,19 39 20,0.0,1.0,1.0
+46 03 50,,Kepler-465,18 58 13,0.0,1.0,1.0
+48 29 44,,Kepler-466,19 42 36,0.0,2.0,1.0
+38 38 59,,Kepler-467,19 09 27,0.0,1.0,1.0
+49 22 14,,Kepler-468,19 15 37,0.0,1.0,1.0
+41 06 51,,Kepler-469,19 49 54,0.0,1.0,1.0
+42 36 15,855,Kepler-46,19 17 04,0.0,3.0,1.0
+50 22 20,,Kepler-470,19 48 02,0.0,1.0,1.0
+43 29 51,,Kepler-471,19 56 23,0.0,1.0,1.0
+39 14 59,,Kepler-472,19 46 06,0.0,1.0,1.0
+38 56 44,,Kepler-473,19 06 31,0.0,1.0,1.0
+43 52 52,,Kepler-474,19 29 17,0.0,1.0,1.0
+40 12 42,,Kepler-475,19 08 12,0.0,1.0,1.0
+43 57 47,,Kepler-476,19 40 39,0.0,1.0,1.0
+42 21 19,,Kepler-477,19 12 16,0.0,1.0,1.0
+46 11 46,,Kepler-478,19 29 57,0.0,1.0,1.0
+37 46 11,,Kepler-479,19 24 05,0.0,1.0,1.0
+46 55 13,1189,Kepler-47,19 41 11,1.0,2.0,2.0
+49 45 54,,Kepler-480,19 37 51,0.0,1.0,1.0
+49 15 43,,Kepler-481,19 27 38,0.0,1.0,1.0
+48 06 27,,Kepler-482,19 47 17,0.0,1.0,1.0
+41 53 05,,Kepler-483,19 26 35,0.0,1.0,1.0
+46 14 57,,Kepler-484,18 57 35,0.0,1.0,1.0
+50 28 12,,Kepler-485,19 39 59,0.0,1.0,1.0
+49 16 01,,Kepler-486,18 59 31,0.0,1.0,1.0
+41 13 19,,Kepler-487,19 41 09,0.0,2.0,1.0
+48 20 42,,Kepler-488,18 51 52,0.0,1.0,1.0
+38 11 04,,Kepler-489,19 23 20,0.0,1.0,1.0
+40 56 56,313.14,Kepler-48,19 56 33,0.0,4.0,1.0
+46 57 22,,Kepler-490,19 40 06,0.0,1.0,1.0
+42 32 16,,Kepler-492,19 41 59,0.0,1.0,1.0
+38 52 54,,Kepler-493,19 41 14,0.0,1.0,1.0
+41 39 51,,Kepler-494,19 48 51,0.0,1.0,1.0
+39 05 53,,Kepler-495,19 03 43,0.0,1.0,1.0
+41 14 28,,Kepler-496,19 26 34,0.0,1.0,1.0
+38 55 41,,Kepler-497,19 23 04,0.0,1.0,1.0
+44 31 08,,Kepler-498,19 21 26,0.0,1.0,1.0
+43 54 55,,Kepler-499,19 40 26,0.0,1.0,1.0
+40 35 30,385.34,Kepler-49,19 29 10,0.0,4.0,1.0
+50 08 09,550,Kepler-4,19 02 28,0.0,1.0,1.0
+43 51 07,,Kepler-500,19 43 48,0.0,1.0,1.0
+41 43 49,,Kepler-501,19 48 48,0.0,1.0,1.0
+43 51 37,,Kepler-502,19 24 19,0.0,1.0,1.0
+38 42 27.579129047,1628,Kepler-503,19 22 32.7571937112,0.0,1.0,1.0
+45 58 21,,Kepler-504,18 59 41,0.0,1.0,1.0
+42 32 33,,Kepler-505,19 11 26,0.0,1.0,1.0
+40 43 11,,Kepler-506,18 58 32,0.0,1.0,1.0
+50 24 32,,Kepler-507,19 48 05,0.0,1.0,1.0
+42 58 53,,Kepler-508,19 41 37,0.0,1.0,1.0
+48 42 22,,Kepler-509,19 18 39,0.0,1.0,1.0
+50 02 01,269.79,Kepler-50,19 12 24,0.0,2.0,1.0
+39 14 39,,Kepler-510,19 10 37,0.0,1.0,1.0
+47 34 30,,Kepler-511,18 51 47,0.0,1.0,1.0
+48 55 00,,Kepler-512,19 53 05,0.0,1.0,1.0
+50 04 31,,Kepler-513,19 00 10,0.0,1.0,1.0
+50 14 33,,Kepler-514,19 04 59,0.0,1.0,1.0
+52 03 20,,Kepler-515,19 21 59,0.0,1.0,1.0
+38 44 09,,Kepler-516,19 42 26,0.0,1.0,1.0
+41 17 43,,Kepler-517,19 34 42,0.0,1.0,1.0
+41 22 26,,Kepler-518,19 08 22,0.0,1.0,1.0
+41 23 05,,Kepler-519,19 57 17,0.0,1.0,1.0
+49 56 15.66,,Kepler-51,19 45 55.146,0.0,3.0,1.0
+41 37 04,,Kepler-520,19 32 43,0.0,2.0,1.0
+43 59 53,,Kepler-521,19 55 16,0.0,1.0,1.0
+44 04 08,,Kepler-522,19 12 37,0.0,1.0,1.0
+45 30 25,,Kepler-523,18 56 15,0.0,1.0,1.0
+49 09 43,,Kepler-524,19 47 26,0.0,2.0,1.0
+47 21 32,,Kepler-525,19 44 44,0.0,1.0,1.0
+47 23 47,,Kepler-526,19 50 36,0.0,1.0,1.0
+47 24 23,,Kepler-527,19 23 50,0.0,1.0,1.0
+47 44 53,,Kepler-528,19 42 44,0.0,1.0,1.0
+47 52 49,,Kepler-529,19 03 33,0.0,2.0,1.0
+49 58 32,356.41,Kepler-52,19 06 57,0.0,3.0,1.0
+48 32 57,,Kepler-530,18 53 22,0.0,1.0,1.0
+48 41 01,,Kepler-531,19 06 06,0.0,1.0,1.0
+48 36 23,,Kepler-532,19 54 39,0.0,1.0,1.0
+48 49 31,,Kepler-533,19 34 45,0.0,1.0,1.0
+49 32 24,,Kepler-534,19 45 40,0.0,1.0,1.0
+49 41 47,,Kepler-535,19 46 16,0.0,1.0,1.0
+49 38 14,,Kepler-536,19 50 57,0.0,1.0,1.0
+51 16 37,,Kepler-537,19 19 31,0.0,1.0,1.0
+49 37 24,156.66,Kepler-538,19 49 57,0.0,1.0,1.0
+40 33 44,1430.64,Kepler-53,19 21 50,0.0,3.0,1.0
+44 52 26,,Kepler-540,19 22 30,0.0,1.0,1.0
+38 27 30,,Kepler-541,19 36 36,0.0,1.0,1.0
+38 32 55,,Kepler-542,19 28 52,0.0,1.0,1.0
+38 51 45,,Kepler-543,19 08 52,0.0,1.0,1.0
+39 03 07,,Kepler-544,19 36 07,0.0,1.0,1.0
+40 41 31,,Kepler-545,19 22 16,0.0,1.0,1.0
+40 59 26,,Kepler-546,18 53 02,0.0,1.0,1.0
+44 20 43,,Kepler-547,19 04 28,0.0,1.0,1.0
+45 26 23,,Kepler-548,19 59 37,0.0,1.0,1.0
+47 15 40,,Kepler-549,18 52 05,0.0,2.0,1.0
+43 03 22,499.51,Kepler-54,19 39 05,0.0,3.0,1.0
+47 51 50,,Kepler-550,19 50 48,0.0,1.0,1.0
+48 03 16,,Kepler-551,19 01 56,0.0,1.0,1.0
+48 14 31,,Kepler-552,19 22 59,0.0,1.0,1.0
+48 19 57,,Kepler-553,19 54 12,0.0,2.0,1.0
+51 21 29,,Kepler-554,19 45 38,0.0,1.0,1.0
+38 55 57,,Kepler-555,19 02 04,0.0,1.0,1.0
+38 56 34,,Kepler-556,19 22 07,0.0,1.0,1.0
+41 36 54,,Kepler-557,19 34 50,0.0,1.0,1.0
+42 39 10,,Kepler-558,18 58 38,0.0,1.0,1.0
+43 48 10,,Kepler-559,19 46 33,0.0,1.0,1.0
+44 01 35,610.01,Kepler-55,19 00 40,0.0,5.0,1.0
+45 01 05,,Kepler-560,20 00 49,0.0,1.0,1.0
+45 06 26,,Kepler-561,19 34 59,0.0,2.0,1.0
+46 16 26,,Kepler-562,19 20 29,0.0,1.0,1.0
+46 17 23,,Kepler-563,19 29 47,0.0,1.0,1.0
+46 37 35,,Kepler-564,19 47 21,0.0,1.0,1.0
+47 11 48,,Kepler-565,18 54 28,0.0,1.0,1.0
+47 48 52,,Kepler-566,19 26 13,0.0,1.0,1.0
+48 18 08,,Kepler-567,19 50 41,0.0,1.0,1.0
+48 24 04,,Kepler-568,19 52 25,0.0,1.0,1.0
+48 33 09,,Kepler-569,18 54 02,0.0,1.0,1.0
+41 52 18.7,,Kepler-56,19 35 02.01,0.0,3.0,1.0
+48 47 31,,Kepler-570,19 21 45,0.0,1.0,1.0
+49 25 07,,Kepler-571,19 06 12,0.0,1.0,1.0
+50 34 53,,Kepler-572,19 24 53,0.0,1.0,1.0
+51 14 14,,Kepler-573,19 18 05,0.0,1.0,1.0
+52 08 57,,Kepler-574,19 20 59,0.0,1.0,1.0
+37 49 47,,Kepler-575,19 07 51,0.0,1.0,1.0
+38 39 15,,Kepler-576,19 40 44,0.0,1.0,1.0
+39 04 26,,Kepler-577,19 38 51,0.0,1.0,1.0
+39 33 49,,Kepler-578,19 15 01,0.0,1.0,1.0
+39 57 11,,Kepler-579,19 40 00,0.0,1.0,1.0
+44 39 25,570.05,Kepler-57,19 34 33,0.0,2.0,1.0
+40 33 10,,Kepler-580,18 53 59.9,0.0,1.0,1.0
+40 38 54,,Kepler-581,19 41 44,0.0,1.0,1.0
+41 03 25,,Kepler-582,19 50 01,0.0,1.0,1.0
+42 21 16,,Kepler-583,18 48 27,0.0,1.0,1.0
+42 24 49,,Kepler-584,19 12 55,0.0,1.0,1.0
+43 52 24,,Kepler-585,19 06 07,0.0,1.0,1.0
+45 33 04,,Kepler-586,19 32 14,0.0,1.0,1.0
+47 23 57,,Kepler-587,19 14 41,0.0,1.0,1.0
+47 41 20,,Kepler-588,18 57 02,0.0,1.0,1.0
+47 45 07,,Kepler-589,18 42 34,0.0,1.0,1.0
+39 06 54,1302.83,Kepler-58,19 45 26,0.0,3.0,1.0
+48 14 00,,Kepler-590,19 45 33,0.0,1.0,1.0
+48 25 54,,Kepler-591,19 04 06,0.0,1.0,1.0
+48 40 59.74,,Kepler-592,19 03 09.764,0.0,1.0,1.0
+48 39 04,,Kepler-593,19 39 48,0.0,1.0,1.0
+49 45 43,,Kepler-594,19 15 41,0.0,1.0,1.0
+50 40 23,,Kepler-595,19 38 17,0.0,1.0,1.0
+51 41 09,,Kepler-596,19 18 00,0.0,1.0,1.0
+39 15 10,,Kepler-597,19 33 53,0.0,1.0,1.0
+40 56 05,,Kepler-598,19 32 30,0.0,1.0,1.0
+41 04 10,,Kepler-599,19 03 39,0.0,1.0,1.0
+46 38 24,811.89,Kepler-59,19 08 09,0.0,2.0,1.0
+44 02 06,,Kepler-5,19 57 38,0.0,1.0,1.0
+41 58 43,,Kepler-600,18 55 20,0.0,1.0,1.0
+42 10 36,,Kepler-601,18 48 01,0.0,1.0,1.0
+42 08 31,,Kepler-602,19 44 08,0.0,1.0,1.0
+42 17 27,,Kepler-603,19 37 07,0.0,3.0,1.0
+42 37 35,,Kepler-604,19 29 16,0.0,1.0,1.0
+43 16 48,,Kepler-605,19 09 11,0.0,2.0,1.0
+44 22 53,,Kepler-606,19 29 43,0.0,1.0,1.0
+44 37 57,,Kepler-607,19 24 14,0.0,1.0,1.0
+44 38 17,,Kepler-608,19 35 32,0.0,1.0,1.0
+44 42 00,,Kepler-609,19 28 53,0.0,1.0,1.0
+42 15 54.04,664.24,Kepler-60,19 15 50.698,0.0,3.0,1.0
+45 03 56,,Kepler-610,19 32 41,0.0,2.0,1.0
+45 28 49,,Kepler-611,19 04 01,0.0,1.0,1.0
+45 44 52,,Kepler-612,19 25 25,0.0,1.0,1.0
+46 14 42,,Kepler-613,18 51 09,0.0,1.0,1.0
+46 16 34,,Kepler-614,19 53 32,0.0,1.0,1.0
+46 19 17,,Kepler-615,18 49 48,0.0,1.0,1.0
+46 50 18,,Kepler-616,19 39 57,0.0,2.0,1.0
+47 30 59,,Kepler-617,18 54 58,0.0,1.0,1.0
+48 03 39,,Kepler-618,19 04 59.9,0.0,1.0,1.0
+48 24 58,,Kepler-619,19 23 24,0.0,2.0,1.0
+42 28 31,326.20,Kepler-61,19 41 13,0.0,1.0,1.0
+51 20 06,,Kepler-620,19 24 38,0.0,1.0,1.0
+39 54 51,,Kepler-621,19 23 43,0.0,1.0,1.0
+40 55 59,,Kepler-622,18 57 55,0.0,1.0,1.0
+47 28 39,,Kepler-623,19 47 57,0.0,1.0,1.0
+39 32 23,,Kepler-624,19 40 46,0.0,1.0,1.0
+39 38 15,,Kepler-625,19 28 36,0.0,2.0,1.0
+39 42 30,,Kepler-626,19 14 48,0.0,1.0,1.0
+39 46 04,,Kepler-627,19 28 25,0.0,1.0,1.0
+39 51 17,,Kepler-628,19 21 48,0.0,1.0,1.0
+39 56 42,,Kepler-629,19 17 40,0.0,1.0,1.0
+45 20 59,368,Kepler-62,18 52 51,0.0,5.0,1.0
+39 56 33,,Kepler-630,19 33 42,0.0,1.0,1.0
+40 13 42,,Kepler-631,19 47 33,0.0,1.0,1.0
+40 17 19,,Kepler-632,19 49 01,0.0,1.0,1.0
+40 35 32,,Kepler-633,19 40 52,0.0,1.0,1.0
+40 42 10,,Kepler-634,19 24 47,0.0,1.0,1.0
+40 48 03,,Kepler-635,19 19 06,0.0,1.0,1.0
+41 05 43,,Kepler-636,19 34 22,0.0,1.0,1.0
+41 25 01,,Kepler-637,19 29 40,0.0,1.0,1.0
+41 37 02,,Kepler-638,18 59 41,0.0,1.0,1.0
+41 43 37,,Kepler-639,19 28 45,0.0,1.0,1.0
+49 32 54,200,Kepler-63,19 16 54,0.0,1.0,1.0
+42 07 54,,Kepler-640,19 44 08,0.0,1.0,1.0
+42 30 58,,Kepler-641,19 27 18,0.0,1.0,1.0
+42 37 30,,Kepler-642,19 35 20,0.0,1.0,1.0
+42 53 54,,Kepler-643,19 21 19,0.0,1.0,1.0
+43 29 35,,Kepler-644,19 41 54,0.0,1.0,1.0
+44 02 09,,Kepler-645,19 21 17,0.0,1.0,1.0
+44 23 14,,Kepler-646,19 21 53,0.0,1.0,1.0
+44 35 30,,Kepler-647,18 59 09,0.0,1.0,1.0
+45 01 01,,Kepler-648,18 55 36,0.0,1.0,1.0
+45 04 46,,Kepler-649,19 02 37,0.0,1.0,1.0
+45 09 15,,Kepler-650,19 16 00,0.0,1.0,1.0
+46 12 13,,Kepler-651,19 09 20,0.0,1.0,1.0
+46 28 25,,Kepler-652,19 12 02,0.0,1.0,1.0
+46 43 04,,Kepler-653,18 48 51,0.0,2.0,1.0
+46 50 03,,Kepler-654,19 48 16,0.0,1.0,1.0
+46 50 35,,Kepler-655,19 49 02,0.0,1.0,1.0
+47 22 54,,Kepler-656,19 13 19,0.0,1.0,1.0
+47 18 28,,Kepler-657,19 24 47,0.0,1.0,1.0
+47 34 43,,Kepler-658,18 51 56,0.0,1.0,1.0
+47 30 35,,Kepler-659,19 10 26,0.0,1.0,1.0
+41 09 04,246.65,Kepler-65,19 14 45,0.0,3.0,1.0
+47 43 28,,Kepler-660,19 12 33,0.0,1.0,1.0
+47 51 48,,Kepler-661,18 54 51,0.0,1.0,1.0
+47 55 45,,Kepler-662,19 21 52,0.0,1.0,1.0
+47 56 48,,Kepler-663,19 51 14,0.0,1.0,1.0
+48 13 34,,Kepler-664,19 15 01,0.0,1.0,1.0
+48 28 43,,Kepler-665,19 48 06,0.0,1.0,1.0
+48 47 30,,Kepler-666,19 53 50,0.0,1.0,1.0
+49 01 02,,Kepler-667,19 42 13,0.0,1.0,1.0
+49 16 38,,Kepler-668,19 01 59.8,0.0,1.0,1.0
+49 15 14,,Kepler-669,19 27 45,0.0,1.0,1.0
+46 41 15.97,1107,Kepler-66,19 35 55.576,0.0,1.0,1.0
+49 13 31,,Kepler-670,19 48 04,0.0,1.0,1.0
+49 18 51,,Kepler-671,19 37 04,0.0,1.0,1.0
+49 28 51,,Kepler-672,19 26 53,0.0,1.0,1.0
+50 03 15,,Kepler-673,19 23 09,0.0,1.0,1.0
+50 08 59,,Kepler-674,19 00 42,0.0,1.0,1.0
+50 13 49,,Kepler-675,19 35 20,0.0,1.0,1.0
+50 17 14,,Kepler-676,19 44 53,0.0,1.0,1.0
+50 19 18,,Kepler-677,19 20 24,0.0,1.0,1.0
+50 29 40,,Kepler-678,19 41 49,0.0,1.0,1.0
+50 34 04,,Kepler-679,19 44 05,0.0,1.0,1.0
+46 09 59.19,1107,Kepler-67,19 36 36.801,0.0,1.0,1.0
+50 37 06,,Kepler-680,19 26 29,0.0,1.0,1.0
+51 15 01,,Kepler-681,19 17 36,0.0,1.0,1.0
+51 44 15,,Kepler-682,19 16 27,0.0,1.0,1.0
+37 54 20,,Kepler-683,19 25 46,0.0,1.0,1.0
+38 16 25,,Kepler-684,19 23 29,0.0,1.0,1.0
+38 25 23,,Kepler-685,19 35 29,0.0,1.0,1.0
+39 01 39,,Kepler-686,19 00 51,0.0,1.0,1.0
+39 09 12,,Kepler-687,19 17 16,0.0,1.0,1.0
+39 18 30,,Kepler-688,19 38 37,0.0,1.0,1.0
+39 31 18,,Kepler-689,19 38 51,0.0,1.0,1.0
+49 02 24.957,135,Kepler-68,19 24 07.7644,1.0,3.0,2.0
+39 46 17,,Kepler-690,19 37 58,0.0,1.0,1.0
+40 02 00,,Kepler-691,19 15 15,0.0,1.0,1.0
+40 09 13,,Kepler-692,19 39 06,0.0,1.0,1.0
+40 21 30,,Kepler-693,18 53 01,0.0,1.0,1.0
+40 25 14,,Kepler-694,19 24 36,0.0,1.0,1.0
+40 49 21,,Kepler-695,19 57 16,0.0,1.0,1.0
+41 08 15,,Kepler-696,19 33 59,0.0,1.0,1.0
+41 20 47,,Kepler-697,18 55 27,0.0,1.0,1.0
+41 18 06,,Kepler-698,19 14 02,0.0,1.0,1.0
+41 23 46,,Kepler-699,19 47 33,0.0,1.0,1.0
+44 52 08,591.74,Kepler-69,19 33 02,0.0,2.0,1.0
+48 14 24,,Kepler-6,19 47 21,0.0,1.0,1.0
+41 33 56.84,1061.000,Kepler-700,19 08 37.032,0.0,2.0,1.0
+41 37 59.80,,Kepler-701,19 15 58.604,0.0,1.0,1.0
+41 39 42,,Kepler-702,19 35 31,0.0,1.0,1.0
+41 44 34,,Kepler-703,19 56 45,0.0,1.0,1.0
+41 50 14,,Kepler-704,18 53 16,0.0,1.0,1.0
+41 48 44,,Kepler-705,19 18 02,0.0,1.0,1.0
+41 56 39,,Kepler-706,19 27 02,0.0,1.0,1.0
+42 06 59,,Kepler-707,19 20 02,0.0,1.0,1.0
+42 12 45,,Kepler-708,19 35 16,0.0,1.0,1.0
+42 22 49,,Kepler-709,19 28 25,0.0,1.0,1.0
+42 41 46,,Kepler-710,19 27 51,0.0,1.0,1.0
+42 50 24,,Kepler-711,19 49 50,0.0,1.0,1.0
+42 56 07,,Kepler-712,19 39 38,0.0,2.0,1.0
+43 01 47,,Kepler-713,19 42 36,0.0,1.0,1.0
+43 16 22,,Kepler-714,18 50 48,0.0,1.0,1.0
+43 22 46,,Kepler-715,18 54 31,0.0,1.0,1.0
+43 21 50,,Kepler-716,19 21 34,0.0,1.0,1.0
+43 20 47,,Kepler-717,19 31 52,0.0,1.0,1.0
+43 30 13,,Kepler-718,19 58 15,0.0,1.0,1.0
+43 53 04,,Kepler-719,19 42 09,0.0,1.0,1.0
+46 17 09,918.88,Kepler-71,19 39 27,0.0,1.0,1.0
+44 10 15,,Kepler-720,19 54 33,0.0,1.0,1.0
+44 28 50,,Kepler-721,18 57 43,0.0,1.0,1.0
+44 33 23,,Kepler-722,19 21 03,0.0,2.0,1.0
+44 39 29,,Kepler-723,18 59 19,0.0,1.0,1.0
+44 47 34,,Kepler-724,19 33 49,0.0,1.0,1.0
+44 48 42,,Kepler-725,18 55 55,0.0,1.0,1.0
+44 53 14,,Kepler-726,19 26 52,0.0,1.0,1.0
+45 02 04,,Kepler-727,19 39 23,0.0,1.0,1.0
+45 06 56,,Kepler-728,19 24 22,0.0,1.0,1.0
+45 24 51,,Kepler-729,19 05 26,0.0,1.0,1.0
+45 34 44,,Kepler-730,19 02 13,0.0,1.0,1.0
+45 34 07,,Kepler-731,19 45 34,0.0,1.0,1.0
+45 57 32,,Kepler-732,18 54 56,0.0,2.0,1.0
+45 54 53,,Kepler-733,19 32 04,0.0,1.0,1.0
+46 01 39,,Kepler-734,19 48 11,0.0,1.0,1.0
+46 10 20,,Kepler-735,18 58 45,0.0,1.0,1.0
+46 10 51,,Kepler-736,19 01 34,0.0,1.0,1.0
+46 25 45,,Kepler-737,19 27 27,0.0,1.0,1.0
+46 34 04,,Kepler-738,19 10 17,0.0,1.0,1.0
+46 34 45,,Kepler-739,19 20 16,0.0,1.0,1.0
+46 41 33,,Kepler-740,19 05 56,0.0,1.0,1.0
+46 37 03,,Kepler-741,19 17 44,0.0,1.0,1.0
+46 47 23,,Kepler-742,18 55 28,0.0,1.0,1.0
+42 48 23,,Kepler-743,19 42 18,0.0,1.0,1.0
+47 10 58,,Kepler-744,19 45 59,0.0,1.0,1.0
+37 03 33,,Kepler-745,19 25 59.9,0.0,1.0,1.0
+37 21 18,,Kepler-746,19 22 44,0.0,1.0,1.0
+41 01 47,,Kepler-747,19 13 40,0.0,1.0,1.0
+37 14 13,,Kepler-748,19 29 03,0.0,1.0,1.0
+43 54 14,,Kepler-749,19 59 35,0.0,1.0,1.0
+41 21 20,1330,Kepler-74,19 32 22,0.0,1.0,1.0
+44 00 16,,Kepler-750,19 16 23,0.0,2.0,1.0
+44 04 40,,Kepler-751,19 39 23,0.0,1.0,1.0
+37 57 20,,Kepler-752,19 29 04,0.0,1.0,1.0
+37 54 08,,Kepler-753,19 27 37,0.0,1.0,1.0
+37 50 46,,Kepler-754,19 33 01,0.0,1.0,1.0
+41 05 50,,Kepler-755,19 47 27,0.0,2.0,1.0
+41 12 04,,Kepler-756,19 22 26,0.0,1.0,1.0
+41 23 11,,Kepler-757,19 46 43,0.0,1.0,1.0
+41 08 08,,Kepler-758,19 32 20,0.0,4.0,1.0
+41 22 53,,Kepler-759,19 20 32,0.0,1.0,1.0
+36 34 39,1140,Kepler-75,19 24 33,0.0,1.0,1.0
+44 10 46,,Kepler-760,19 10 22,0.0,2.0,1.0
+44 08 37,,Kepler-761,19 22 01,0.0,1.0,1.0
+47 19 46,,Kepler-762,19 25 06,0.0,1.0,1.0
+47 09 26,,Kepler-763,19 28 35,0.0,1.0,1.0
+47 09 53,,Kepler-764,19 49 34,0.0,1.0,1.0
+47 09 20,,Kepler-765,18 52 44,0.0,1.0,1.0
+37 58 11,,Kepler-766,19 32 44,0.0,1.0,1.0
+38 02 09,,Kepler-767,19 26 19,0.0,1.0,1.0
+38 23 37,,Kepler-768,19 36 28,0.0,1.0,1.0
+38 21 30,,Kepler-769,19 30 51,0.0,2.0,1.0
+39 37 08,,Kepler-76,19 36 46,0.0,1.0,1.0
+38 22 30,,Kepler-770,19 05 58,0.0,3.0,1.0
+38 05 18,,Kepler-771,19 09 47,0.0,1.0,1.0
+38 12 59.73,,Kepler-772,19 25 41.660,0.0,1.0,1.0
+38 03 27,,Kepler-773,19 23 32,0.0,1.0,1.0
+38 12 43,,Kepler-774,19 24 08,0.0,1.0,1.0
+41 42 12,,Kepler-775,19 25 44,0.0,1.0,1.0
+41 38 08,,Kepler-776,19 09 05,0.0,1.0,1.0
+44 20 47,,Kepler-777,18 50 54,0.0,1.0,1.0
+44 14 15,,Kepler-778,19 09 55,0.0,1.0,1.0
+44 18 39,,Kepler-779,19 02 31,0.0,1.0,1.0
+44 20 44,570,Kepler-77,19 18 25,0.0,1.0,1.0
+44 17 33,,Kepler-780,18 47 04,0.0,1.0,1.0
+47 24 53,,Kepler-781,19 10 37,0.0,1.0,1.0
+47 45 34,,Kepler-782,19 15 28,0.0,1.0,1.0
+47 29 05,,Kepler-783,19 24 15,0.0,1.0,1.0
+47 26 55,,Kepler-784,19 43 41,0.0,1.0,1.0
+38 50 32,,Kepler-785,19 28 16,0.0,1.0,1.0
+38 56 21,,Kepler-786,19 34 59,0.0,1.0,1.0
+38 34 22,,Kepler-787,19 26 46,0.0,1.0,1.0
+38 32 24,,Kepler-788,19 20 00,0.0,1.0,1.0
+38 56 48,,Kepler-789,19 43 54,0.0,1.0,1.0
+38 52 20,,Kepler-790,19 07 40,0.0,1.0,1.0
+39 01 46,,Kepler-791,19 34 23,0.0,1.0,1.0
+38 49 15,,Kepler-792,19 28 02,0.0,1.0,1.0
+38 46 28,,Kepler-793,19 40 52,0.0,1.0,1.0
+38 59 49,,Kepler-794,19 12 32,0.0,1.0,1.0
+38 32 44,,Kepler-795,19 24 05,0.0,1.0,1.0
+39 08 41,,Kepler-796,19 09 14,0.0,1.0,1.0
+41 46 54,,Kepler-797,19 48 50,0.0,1.0,1.0
+42 08 32,,Kepler-798,19 29 55,0.0,1.0,1.0
+44 52 43,,Kepler-799,19 08 42,0.0,1.0,1.0
+44 22 53.44,1100.38,Kepler-79,20 02 04.114,0.0,4.0,1.0
+41 05 23,,Kepler-7,19 14 20,0.0,1.0,1.0
+44 47 43,,Kepler-800,19 06 18,0.0,1.0,1.0
+44 39 53,,Kepler-801,19 04 18,0.0,1.0,1.0
+45 00 28,,Kepler-802,19 04 04,0.0,1.0,1.0
+44 41 38,,Kepler-803,19 56 53,0.0,1.0,1.0
+44 47 06,,Kepler-804,19 33 29,0.0,2.0,1.0
+45 03 12,,Kepler-805,19 32 55,0.0,1.0,1.0
+44 51 12,,Kepler-806,19 44 02,0.0,1.0,1.0
+48 07 11,,Kepler-807,19 16 05,0.0,1.0,1.0
+48 26 44,,Kepler-808,19 26 23,0.0,1.0,1.0
+48 01 05,,Kepler-809,19 16 20,0.0,1.0,1.0
+39 58 43.62,357,Kepler-80,19 44 27.016,0.0,6.0,1.0
+48 04 58,,Kepler-810,19 46 28,0.0,1.0,1.0
+47 50 05,,Kepler-811,19 01 42,0.0,1.0,1.0
+48 12 31,,Kepler-812,19 15 25,0.0,1.0,1.0
+48 26 07,,Kepler-813,19 02 39,0.0,1.0,1.0
+48 25 54,,Kepler-814,18 59 39,0.0,1.0,1.0
+47 52 53,,Kepler-815,19 00 53,0.0,1.0,1.0
+39 12 45,,Kepler-816,19 33 27,0.0,1.0,1.0
+39 09 42,,Kepler-817,19 44 20,0.0,1.0,1.0
