alert,cdi,code,detail,dmin,felt,gap,ids,mag,magType,mmi,net,nst,place,rms,sig,sources,status,time,title,tsunami,type,types,tz,updated,url
,,73095166,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73095166&format=geojson,0.002152,,63.0,",nc73095166,",1.41,md,,nc,10.0,"5km W of Mammoth Lakes, CA",0.08,31,",nc,",reviewed,1539038282450,"M 1.4 - 5km W of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1539116583518,https://earthquake.usgs.gov/earthquakes/eventpage/nc73095166
,,70639577,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70639577&format=geojson,0.01064,,45.0,",hv70639577,",1.92,md,,hv,18.0,"4km SW of Volcano, Hawaii",0.08,57,",hv,",automatic,1539037794010,"M 1.9 - 4km SW of Volcano, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539037963360,https://earthquake.usgs.gov/earthquakes/eventpage/hv70639577
,,73095161,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73095161&format=geojson,0.1435,,246.0,",nc73095161,",0.97,md,,nc,13.0,"20km SW of Toms Place, CA",0.13,14,",nc,",reviewed,1539037325790,"M 1.0 - 20km SW of Toms Place, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1539109862877,https://earthquake.usgs.gov/earthquakes/eventpage/nc73095161
,2.2,20273658,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273658&format=geojson,,9.0,,",ak20273658,us1000h90x,",3.3,ml,2.33,ak,,"47km WSW of Big Lake, Alaska",0.74,170,",ak,us,",reviewed,1539037292385,"M 3.3 - 47km WSW of Big Lake, Alaska",0,earthquake,",dyfi,geoserve,origin,phase-data,shakemap,",-540.0,1539122198040,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273658
,,70639537,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70639537&format=geojson,0.04489,,150.0,",hv70639537,",0.8,md,,hv,15.0,"16km SE of Volcano, Hawaii",0.12,10,",hv,",reviewed,1539036439460,"M 0.8 - 16km SE of Volcano, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539298468520,https://earthquake.usgs.gov/earthquakes/eventpage/hv70639537
,,20273491,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273491&format=geojson,,,,",ak20273491,",1.4,ml,,ak,,"34km NNW of Valdez, Alaska",0.63,30,",ak,",automatic,1539036389022,"M 1.4 - 34km NNW of Valdez, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539036759720,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273491
,,1000h90a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h90a&format=geojson,2.272,,82.0,",us1000h90a,",4.6,mb,,us,,"14km WNW of Kasiguncu, Indonesia",0.84,326,",us,",reviewed,1539035994810,"M 4.6 - 14km WNW of Kasiguncu, Indonesia",0,earthquake,",geoserve,origin,phase-data,",480.0,1539063036040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h90a
,,38317784,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38317784&format=geojson,0.1087,,265.0,",ci38317784,",0.41,ml,,ci,10.0,"6km WNW of Coso Junction, CA",0.08,3,",ci,",reviewed,1539035748040,"M 0.4 - 6km WNW of Coso Junction, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1539041069868,https://earthquake.usgs.gov/earthquakes/eventpage/ci38317784
,,70639512,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70639512&format=geojson,0.007214,,109.0,",hv70639512,",1.95,ml,,hv,25.0,"3km W of Volcano, Hawaii",0.13,58,",hv,",reviewed,1539035532120,"M 2.0 - 3km W of Volcano, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539139816170,https://earthquake.usgs.gov/earthquakes/eventpage/hv70639512
,,20273487,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273487&format=geojson,,,,",ak20273487,",0.6,ml,,ak,,"37km NNE of North Nenana, Alaska",0.58,6,",ak,",automatic,1539035449177,"M 0.6 - 37km NNE of North Nenana, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539035673591,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273487
,2.9,38317760,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38317760&format=geojson,0.05536,54.0,44.0,",ci38317760,us1000h8zz,",2.98,ml,3.15,ci,59.0,"6km S of Ojai, CA",0.32,152,",ci,us,",reviewed,1539035052640,"M 3.0 - 6km S of Ojai, CA",0,earthquake,",dyfi,focal-mechanism,geoserve,nearby-cities,origin,phase-data,shakemap,",-480.0,1539307255040,https://earthquake.usgs.gov/earthquakes/eventpage/ci38317760
,,00660105,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00660105&format=geojson,0.785,,218.66,",nn00660105,",1.8,ml,,nn,5.0,"49km NNE of Lovelock, Nevada",0.0735,50,",nn,",reviewed,1539034959839,"M 1.8 Explosion - 49km NNE of Lovelock, Nevada",0,explosion,",geoserve,origin,phase-data,",-480.0,1539035425508,https://earthquake.usgs.gov/earthquakes/eventpage/nn00660105
,,1000h8zx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h8zx&format=geojson,0.555,,124.0,",us1000h8zx,",4.4,mb,,us,,"65km NNE of Hachijo-jima, Japan",0.69,298,",us,",reviewed,1539034912990,"M 4.4 - 65km NNE of Hachijo-jima, Japan",0,earthquake,",geoserve,origin,phase-data,",540.0,1539062940040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h8zx
,,38317752,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38317752&format=geojson,0.1107,,127.0,",ci38317752,",0.8,ml,,ci,21.0,"6km WNW of Coso Junction, CA",0.11,10,",ci,",reviewed,1539034836180,"M 0.8 - 6km WNW of Coso Junction, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1539040914993,https://earthquake.usgs.gov/earthquakes/eventpage/ci38317752
,,61794196,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av61794196&format=geojson,0.02325,,192.0,",av61794196,",-0.44,ml,,av,4.0,"42km ENE of Adak, Alaska",0.2,0,",av,",reviewed,1539034663370,"M -0.4 - 42km ENE of Adak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539124136630,https://earthquake.usgs.gov/earthquakes/eventpage/av61794196
,,38317744,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38317744&format=geojson,0.09921,,261.0,",ci38317744,",0.79,ml,,ci,12.0,"4km WNW of Coso Junction, CA",0.16,10,",ci,",reviewed,1539034320290,"M 0.8 - 4km WNW of Coso Junction, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1539040731936,https://earthquake.usgs.gov/earthquakes/eventpage/ci38317744
,,38317728,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38317728&format=geojson,0.1082,,68.0,",ci38317728,",1.74,ml,,ci,25.0,"5km WNW of Coso Junction, CA",0.12,47,",ci,",reviewed,1539034008210,"M 1.7 - 5km WNW of Coso Junction, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1539040564039,https://earthquake.usgs.gov/earthquakes/eventpage/ci38317728
,3.4,38317720,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38317720&format=geojson,0.107,157.0,46.0,",ci38317720,us1000h8zn,",3.23,ml,,ci,48.0,"5km WNW of Coso Junction, CA",0.15,214,",ci,us,",reviewed,1539033902190,"M 3.2 - 5km WNW of Coso Junction, CA",0,earthquake,",dyfi,focal-mechanism,geoserve,nearby-cities,origin,phase-data,",-480.0,1539304688040,https://earthquake.usgs.gov/earthquakes/eventpage/ci38317720
,,80312894,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80312894&format=geojson,0.206,,60.0,",mb80312894,",1.97,ml,,mb,17.0,"16km S of Whitehall, Montana",0.11,60,",mb,",reviewed,1539033681020,"M 2.0 - 16km S of Whitehall, Montana",0,earthquake,",geoserve,origin,phase-data,",-420.0,1539105774410,https://earthquake.usgs.gov/earthquakes/eventpage/mb80312894
,,38317704,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38317704&format=geojson,0.07552,,40.0,",ci38317704,",1.12,ml,,ci,34.0,"4km ENE of Calimesa, CA",0.12,19,",ci,",reviewed,1539033346830,"M 1.1 - 4km ENE of Calimesa, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1539034770782,https://earthquake.usgs.gov/earthquakes/eventpage/ci38317704
,,1000h8zg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h8zg&format=geojson,2.132,,79.0,",us1000h8zg,",5.1,mb,,us,,"13km E of Palu, Indonesia",1.06,400,",us,",reviewed,1539033346530,"M 5.1 - 13km E of Palu, Indonesia",1,earthquake,",geoserve,origin,phase-data,",480.0,1539037997040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h8zg
,,73095141,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73095141&format=geojson,0.007849,,83.0,",nc73095141,",1.2,md,,nc,20.0,"11km E of Mammoth Lakes, CA",0.05,22,",nc,",reviewed,1539032107930,"M 1.2 - 11km E of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1539119882822,https://earthquake.usgs.gov/earthquakes/eventpage/nc73095141
,,1000h8z3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h8z3&format=geojson,6.015,,115.0,",us1000h8z3,",4.6,mb,,us,,"204km ESE of Enarotali, Indonesia",0.46,326,",us,",reviewed,1539032001530,"M 4.6 - 204km ESE of Enarotali, Indonesia",0,earthquake,",geoserve,origin,phase-data,",540.0,1539033513040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h8z3
,,20273478,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273478&format=geojson,,,,",ak20273478,",1.6,ml,,ak,,"38km WSW of Redoubt Volcano, Alaska",0.61,39,",ak,",automatic,1539031955530,"M 1.6 - 38km WSW of Redoubt Volcano, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539032233418,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273478
,,20273479,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273479&format=geojson,,,,",ak20273479,",1.9,ml,,ak,,"113km NNW of Arctic Village, Alaska",0.81,56,",ak,",automatic,1539031938207,"M 1.9 - 113km NNW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539032233696,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273479
,,61427577,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61427577&format=geojson,0.05867,,167.0,",uw61427577,",0.95,ml,,uw,13.0,"17km SSE of Morton, Washington",0.2,14,",uw,",reviewed,1539031787670,"M 1.0 - 17km SSE of Morton, Washington",0,earthquake,",geoserve,origin,phase-data,",-480.0,1539045695390,https://earthquake.usgs.gov/earthquakes/eventpage/uw61427577
,,20273476,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273476&format=geojson,,,,",ak20273476,",2.1,ml,,ak,,"67km SSW of Kaktovik, Alaska",0.85,68,",ak,",automatic,1539031459694,"M 2.1 - 67km SSW of Kaktovik, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539031758806,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273476
,,20273474,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273474&format=geojson,,,,",ak20273474,",0.9,ml,,ak,,"5km NNW of North Pole, Alaska",1.03,12,",ak,",automatic,1539031176132,"M 0.9 - 5km NNW of North Pole, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539031355224,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273474
,,37197844,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37197844&format=geojson,0.03915,,84.0,",ci37197844,",0.99,ml,,ci,22.0,"8km S of Idyllwild, CA",0.08,15,",ci,",reviewed,1539030986810,"M 1.0 - 8km S of Idyllwild, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1539034268455,https://earthquake.usgs.gov/earthquakes/eventpage/ci37197844
,,38317672,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38317672&format=geojson,0.03911,,100.0,",ci38317672,",0.93,ml,,ci,19.0,"7km S of Idyllwild, CA",0.07,13,",ci,",reviewed,1539030985020,"M 0.9 - 7km S of Idyllwild, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1539034285612,https://earthquake.usgs.gov/earthquakes/eventpage/ci38317672
,,20273472,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273472&format=geojson,,,,",ak20273472,",1.0,ml,,ak,,"64km WSW of North Nenana, Alaska",0.16,15,",ak,",automatic,1539030955722,"M 1.0 - 64km WSW of North Nenana, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539031254099,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273472
,,73095126,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73095126&format=geojson,0.09294,,129.0,",nc73095126,",1.12,md,,nc,29.0,"10km W of Atascadero, CA",0.05,19,",nc,",reviewed,1539030566000,"M 1.1 - 10km W of Atascadero, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1539211683441,https://earthquake.usgs.gov/earthquakes/eventpage/nc73095126
,,70639377,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70639377&format=geojson,0.0144,,103.0,",hv70639377,",1.99,md,,hv,48.0,"18km SE of Volcano, Hawaii",0.12,61,",hv,",reviewed,1539030248660,"M 2.0 - 18km SE of Volcano, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539136871530,https://earthquake.usgs.gov/earthquakes/eventpage/hv70639377
,,00660069,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00660069&format=geojson,0.273,,100.44,",nn00660069,",2.0,ml,,nn,11.0,"11km WNW of Ely, Nevada",0.6644,62,",nn,",reviewed,1539029756056,"M 2.0 Explosion - 11km WNW of Ely, Nevada",0,explosion,",geoserve,origin,phase-data,",-480.0,1539050779090,https://earthquake.usgs.gov/earthquakes/eventpage/nn00660069
,,38317656,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38317656&format=geojson,0.003195,,170.0,",ci38317656,",0.43,ml,,ci,18.0,"10km NE of Aguanga, CA",0.08,3,",ci,",reviewed,1539029380200,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1539032626394,https://earthquake.usgs.gov/earthquakes/eventpage/ci38317656
,2.4,70639367,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70639367&format=geojson,0.05671,5.0,75.0,",hv70639367,us1000h8xw,",2.83,ml,,hv,60.0,"27km W of Pepeekeo, Hawaii",0.13,124,",hv,us,",reviewed,1539029379980,"M 2.8 - 27km W of Pepeekeo, Hawaii",0,earthquake,",dyfi,geoserve,origin,phase-data,",-600.0,1539036495040,https://earthquake.usgs.gov/earthquakes/eventpage/hv70639367
,1.0,1000h8xg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h8xg&format=geojson,0.686,1.0,129.0,",us1000h8xg,",4.7,mb,,us,,"41km E of Namie, Japan",0.62,340,",us,",reviewed,1539028322670,"M 4.7 - 41km E of Namie, Japan",0,earthquake,",dyfi,geoserve,origin,phase-data,",540.0,1539061047807,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h8xg
,,73095121,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73095121&format=geojson,0.01593,,102.0,",nc73095121,",0.37,md,,nc,14.0,"5km ENE of Mammoth Lakes, CA",0.06,2,",nc,",reviewed,1539028131970,"M 0.4 - 5km ENE of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1539109203813,https://earthquake.usgs.gov/earthquakes/eventpage/nc73095121
,,70639327,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70639327&format=geojson,0.006079,,125.0,",hv70639327,",1.94,ml,,hv,20.0,"3km W of Volcano, Hawaii",0.07,58,",hv,",reviewed,1539027958720,"M 1.9 - 3km W of Volcano, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539297714860,https://earthquake.usgs.gov/earthquakes/eventpage/hv70639327
,,73095111,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73095111&format=geojson,0.05572,,75.0,",nc73095111,",2.28,md,,nc,41.0,"13km SE of Mammoth Lakes, CA",0.05,80,",nc,",reviewed,1539027607090,"M 2.3 - 13km SE of Mammoth Lakes, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1539221162606,https://earthquake.usgs.gov/earthquakes/eventpage/nc73095111
,,20273462,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273462&format=geojson,,,,",ak20273462,",1.6,ml,,ak,,"52km W of Willow, Alaska",0.58,39,",ak,",automatic,1539026615466,"M 1.6 - 52km W of Willow, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539026907044,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273462
,,20273458,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273458&format=geojson,,,,",ak20273458,",1.1,ml,,ak,,"41km SE of Glennallen, Alaska",0.25,19,",ak,",automatic,1539025632711,"M 1.1 - 41km SE of Glennallen, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539025775968,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273458
,,20273457,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273457&format=geojson,,,,",ak20273457,",1.7,ml,,ak,,"79km SW of Kaktovik, Alaska",1.01,44,",ak,",automatic,1539025533134,"M 1.7 - 79km SW of Kaktovik, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539025775690,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273457
,,20273452,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273452&format=geojson,,,,",ak20273452,",0.1,ml,,ak,,"98km NNW of Nikiski, Alaska",0.14,0,",ak,",automatic,1539024273987,"M 0.1 - 98km NNW of Nikiski, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539024887877,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273452
,,20273449,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273449&format=geojson,,,,",ak20273449,",1.4,ml,,ak,,"42km SW of North Nenana, Alaska",0.41,30,",ak,",automatic,1539023935588,"M 1.4 - 42km SW of North Nenana, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539024423780,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273449
,,73095101,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73095101&format=geojson,0.01193,,27.0,",nc73095101,",2.03,md,,nc,54.0,"3km W of Anderson Springs, CA",0.07,63,",nc,",reviewed,1539023375850,"M 2.0 - 3km W of Anderson Springs, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1539210424332,https://earthquake.usgs.gov/earthquakes/eventpage/nc73095101
,,73095106,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73095106&format=geojson,0.01488,,43.0,",nc73095106,",1.15,md,,nc,34.0,"3km W of Anderson Springs, CA",0.09,20,",nc,",reviewed,1539023343000,"M 1.2 - 3km W of Anderson Springs, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1539161343471,https://earthquake.usgs.gov/earthquakes/eventpage/nc73095106
,,61427512,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61427512&format=geojson,0.1547,,177.0,",uw61427512,",0.93,md,,uw,4.0,"24km SSW of Toppenish, Washington",0.08,13,",uw,",reviewed,1539022642840,"M 0.9 - 24km SSW of Toppenish, Washington",0,earthquake,",geoserve,origin,phase-data,",-480.0,1539029554820,https://earthquake.usgs.gov/earthquakes/eventpage/uw61427512
,,00660031,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00660031&format=geojson,0.259,,167.51,",nn00660031,",0.8,ml,,nn,9.0,"64km ESE of Warm Springs, Nevada",0.1922,10,",nn,",reviewed,1539022510205,"M 0.8 - 64km ESE of Warm Springs, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1539050758086,https://earthquake.usgs.gov/earthquakes/eventpage/nn00660031
,,1000h8vs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h8vs&format=geojson,1.152,,72.0,",us1000h8vs,",4.4,mb,,us,,"21km E of Tomakomai, Japan",0.77,298,",us,",reviewed,1539020712670,"M 4.4 - 21km E of Tomakomai, Japan",0,earthquake,",geoserve,origin,phase-data,",540.0,1539034924040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h8vs
,,61427502,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61427502&format=geojson,0.1351,,76.0,",uw61427502,",1.23,ml,,uw,9.0,"19km ENE of Springfield, Oregon",0.13,23,",uw,",reviewed,1539020581640,"M 1.2 - 19km ENE of Springfield, Oregon",0,earthquake,",geoserve,origin,phase-data,",-480.0,1539027501410,https://earthquake.usgs.gov/earthquakes/eventpage/uw61427502
,,20273446,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273446&format=geojson,,,,",ak20273446,",1.1,ml,,ak,,"121km NW of Arctic Village, Alaska",0.7,19,",ak,",reviewed,1539020334265,"M 1.1 - 121km NW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539037529224,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273446
,,20273444,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273444&format=geojson,,,,",ak20273444,",2.1,ml,,ak,,"105km NE of Kodiak, Alaska",1.07,68,",ak,",automatic,1539020101320,"M 2.1 - 105km NE of Kodiak, Alaska",0,earthquake,",geoserve,origin,",-600.0,1539020520260,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273444
,,00660020,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00660020&format=geojson,0.021,,86.71,",nn00660020,",0.7,ml,,nn,32.0,"49km SE of Beatty, Nevada",0.1998,8,",nn,",reviewed,1539020063566,"M 0.7 - 49km SE of Beatty, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1539050750014,https://earthquake.usgs.gov/earthquakes/eventpage/nn00660020
