mag,magType,time,place,tsunami,parsed_place
3.3,ml,1539075925820,"23km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
3.31,ml,1539075925540,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
2.0,ml,1539075803698,"133km NW of Arctic Village, Alaska",0,Alaska
1.8,ml,1539075639306,"79km NNW of Nikiski, Alaska",0,Alaska
0.97,ml,1539075572340,"19km ESE of Julian, CA",0,California
3.61,ml,1539075290310,"24km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
2.2,ml,1539074890575,"54km SW of Talkeetna, Alaska",0,Alaska
1.2,md,1539074156200,"12km NW of Parkfield, CA",0,California
0.4,ml,1539074143015,"23km SW of Goldfield, Nevada",0,Nevada
2.0,ml,1539073886024,"108km NW of Arctic Village, Alaska",0,Alaska
2.3,ml,1539073243690,"65km SSW of Kaktovik, Alaska",0,Alaska
2.09,ml,1539072637140,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
0.7,md,1539072622980,"4km SE of Mammoth Lakes, CA",0,California
4.5,mb,1539072426840,"137km S of Severo-Kuril'sk, Russia",0,Russia
3.8,ml,1539072165205,"46km SSW of Redoubt Volcano, Alaska",0,Alaska
0.5,ml,1539072022670,"8km ENE of Aguanga, CA",0,California
1.26,md,1539071916600,"19km SSE of East Carbon City, Utah",0,Utah
0.59,ml,1539071884810,"8km ENE of Aguanga, CA",0,California
1.05,md,1539071840030,"7km NW of The Geysers, CA",0,California
1.6,md,1539071429060,"7km WSW of Adjuntas, Puerto Rico",0,Puerto Rico
6.0,mww,1539071114670,"138km S of Severo-Kuril'sk, Russia",0,Russia
0.4,ml,1539070870680,"27km SSW of Hawthorne, Nevada",0,Nevada
1.2,ml,1539070630934,"6km N of Meadow Lakes, Alaska",0,Alaska
1.73,ml,1539070626420,"7km NE of Imperial, CA",0,California
1.9,ml,1539070540191,"62km SSW of Kaktovik, Alaska",0,Alaska
2.38,ml,1539069538770,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
4.0,ml,1539069081499,"71km SW of Kaktovik, Alaska",1,Alaska
1.17,ml,1539069034740,"8km NE of Imperial, CA",0,California
1.75,ml,1539068852850,"7km NE of Imperial, CA",0,California
-0.1,ml,1539068691582,"45km ESE of Beatty, Nevada",0,Nevada
2.1,ml,1539068477688,"38km WNW of Haines Junction, Canada",0,Canada
1.5,ml,1539068003171,"106km NW of Arctic Village, Alaska",0,Alaska
1.9,ml,1539067718766,"100km NNW of Talkeetna, Alaska",0,Alaska
1.4,ml,1539067570510,"77km WSW of Cantwell, Alaska",0,Alaska
-0.5,ml,1539067155439,"74km ENE of Beatty, Nevada",0,Nevada
1.84,md,1539066943870,"4km SE of Leilani Estates, Hawaii",0,Hawaii
-0.2,ml,1539066919475,"71km ENE of Beatty, Nevada",0,Nevada
1.2,ml,1539066871290,"9km SSE of Brawley, CA",0,California
1.51,ml,1539066856120,"6km NE of Imperial, CA",0,California
0.89,md,1539066753370,"20km ENE of San Ardo, CA",0,California
0.0,ml,1539066484156,"37km SSE of Goldfield, Nevada",0,Nevada
1.09,md,1539065819120,"17km WSW of Toms Place, CA",0,California
0.94,md,1539065569540,"4km NW of Cobb, CA",0,California
0.56,ml,1539065544760,"4km S of Idyllwild, CA",0,California
2.5,ml,1539065541506,"78km SW of Larsen Bay, Alaska",0,Alaska
1.24,md,1539064585790,"1km NE of Pinnacles, CA",0,California
2.0,ml,1539064517459,"72km SW of Kaktovik, Alaska",0,Alaska
-0.1,ml,1539063911683,"44km ESE of Beatty, Nevada",0,Nevada
-0.4,ml,1539063716512,"44km ESE of Beatty, Nevada",0,Nevada
0.67,md,1539063624800,"6km NW of The Geysers, CA",0,California
3.04,md,1539063184600,"105km NNW of San Antonio, Puerto Rico",0,Puerto Rico
0.98,ml,1539063044810,"5km WNW of Coso Junction, CA",0,California
-0.5,ml,1539062845320,"43km ESE of Beatty, Nevada",0,Nevada
2.3,ml,1539062257056,"108km NNW of Arctic Village, Alaska",0,Alaska
1.6,ml,1539061367855,"36km W of Willow, Alaska",0,Alaska
1.4,ml,1539061163669,"108km W of Cantwell, Alaska",0,Alaska
0.59,ml,1539061006800,"100km ESE of King Salmon, Alaska",0,Alaska
1.0,ml,1539060875511,"2km E of Willow, Alaska",0,Alaska
-0.92,ml,1539060535610,"42km ENE of Adak, Alaska",0,Alaska
2.39,md,1539060368100,"23km NW of Rincon, Puerto Rico",0,Puerto Rico
1.75,md,1539059923990,"6km W of Hormigueros, Puerto Rico",0,Puerto Rico
1.3,ml,1539059074447,"27km SW of Anchor Point, Alaska",0,Alaska
4.5,mb,1539058606580,"80km ENE of Misawa, Japan",0,Japan
1.9,ml,1539058377014,"46km W of Anchorage, Alaska",0,Alaska
1.6,ml,1539058262588,"100km N of Manley Hot Springs, Alaska",0,Alaska
0.1,ml,1539058100148,"45km ESE of Beatty, Nevada",0,Nevada
1.81,md,1539058048090,"18km NNE of Pahala, Hawaii",0,Hawaii
1.3,ml,1539058005760,"9km NNE of Green Acres, CA",0,California
0.08,md,1539057937340,"11km E of Mammoth Lakes, CA",0,California
-0.2,ml,1539057104755,"44km ESE of Beatty, Nevada",0,Nevada
2.5,ml,1539056898815,"17km SSW of Kodiak Station, Alaska",0,Alaska
1.0,ml,1539056877060,"6km ENE of Coso Junction, CA",0,California
0.0,ml,1539056787507,"44km ESE of Beatty, Nevada",0,Nevada
1.11,md,1539056477320,"6km WNW of Cobb, CA",0,California
3.29,ml,1539055798000,"0km NE of Pahala, Hawaii",0,Hawaii
2.0,ml,1539055269110,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
1.7,md,1539054116490,"10km SSE of Pahala, Hawaii",0,Hawaii
4.4,mb,1539054088200,"293km NNE of Ndoi Island, Fiji",0,Fiji
2.22,md,1539054067420,"11km SSE of Tallaboa, Puerto Rico",0,Puerto Rico
1.4,ml,1539053695301,"27km SSW of Hawthorne, Nevada",0,Nevada
1.1,ml,1539053505980,"2km WNW of Cabazon, CA",0,California
0.26,ml,1539053503580,"9km NE of Aguanga, CA",0,California
1.12,md,1539053045040,"1km NE of Lamboglia, Puerto Rico",0,Puerto Rico
2.18,ml,1539053012300,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
1.6,ml,1539052924873,"55km WNW of Talkeetna, Alaska",0,Alaska
1.54,md,1539052737220,"4km W of Cobb, CA",0,California
1.43,md,1539052499560,"1km ENE of Lamboglia, Puerto Rico",0,Puerto Rico
0.96,ml,1539052119950,"10km WNW of Monroe, Utah",0,Utah
2.1,ml,1539051906078,"76km WSW of Cantwell, Alaska",0,Alaska
0.64,ml,1539051151150,"9km NE of Aguanga, CA",0,California
0.2,ml,1539050951607,"43km SW of Beatty, Nevada",0,Nevada
2.32,ml,1539050926480,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
1.2,ml,1539050381832,"17km WSW of Salcha, Alaska",0,Alaska
0.88,md,1539049809400,"6km NNW of The Geysers, CA",0,California
4.9,mb,1539049687370,"46km SSE of Quepos, Costa Rica",0,Costa Rica
0.1,ml,1539049396617,"47km ESE of Beatty, Nevada",0,Nevada
2.9,ml,1539049179714,"71km S of Kaktovik, Alaska",0,Alaska
1.7,ml,1539049161951,"49km N of Nikiski, Alaska",0,Alaska
0.97,ml,1539048739690,"6km NNE of Coso Junction, CA",0,California
-0.36,ml,1539048243040,"42km ENE of Adak, Alaska",0,Alaska
-0.56,ml,1539048234160,"41km ENE of Adak, Alaska",0,Alaska
0.9,ml,1539048205877,"51km SSE of Hawthorne, Nevada",0,Nevada
1.74,ml,1539048092940,"7km SSW of Redlands, CA",0,California
1.06,md,1539047491980,"2km WSW of Cayey, Puerto Rico",0,Puerto Rico
0.63,md,1539047316660,"5km SE of Arroyo, Puerto Rico",0,Puerto Rico
0.28,ml,1539047243090,"9km NE of Aguanga, CA",0,California
1.41,ml,1539047150440,"15km SE of Lincoln, Montana",0,Montana
0.97,ml,1539046577930,"10km ESE of Lincoln, Montana",0,Montana
0.96,md,1539046019090,"1km NNW of The Geysers, CA",0,California
0.74,ml,1539045645050,"2km SW of Lake Henshaw, CA",0,California
2.27,md,1539045581430,"64km N of Punta Cana, Dominican Republic",0,Dominican Republic
1.14,md,1539045249450,"10km NW of The Geysers, CA",0,California
1.2,ml,1539044520397,"33km SE of Healy, Alaska",0,Alaska
-0.5,ml,1539044317867,"37km NNW of Pahrump, Nevada",0,Nevada
1.3,ml,1539044120177,"37km W of Talkeetna, Alaska",0,Alaska
2.8,ml,1539044038216,"251km SE of Kodiak, Alaska",0,Alaska
1.9,ml,1539043995498,"54km ENE of Noatak, Alaska",0,Alaska
0.73,ml,1539043748690,"4km SW of Idyllwild, CA",0,California
1.8,ml,1539043454510,"35km SW of Tanaga Volcano, Alaska",0,Alaska
1.22,ml,1539043180440,"5km NW of Boron, CA",0,California
3.1,ml,1539043069277,"114km NNW of Arctic Village, Alaska",0,Alaska
1.59,ml,1539042688930,"36km SE of Salina, Utah",0,Utah
2.1,ml,1539042016974,"39km SE of Redoubt Volcano, Alaska",0,Alaska
0.6,ml,1539041970450,"5km WNW of Coso Junction, CA",0,California
1.22,md,1539041386020,"9km NW of The Geysers, CA",0,California
0.91,md,1539041374570,"9km NW of The Geysers, CA",0,California
2.3,ml,1539041293501,"66km SSW of Homer, Alaska",0,Alaska
1.9,ml,1539040822770,"63km WNW of Anchor Point, Alaska",0,Alaska
0.28,ml,1539040599880,"5km E of Whitehall, Montana",0,Montana
4.7,mb,1539040479410,"213km ENE of Kuril'sk, Russia",0,Russia
3.2,ml,1539040005201,"66km SSW of Homer, Alaska",0,Alaska
0.97,ml,1539039487670,"9km NE of Aguanga, CA",0,California
1.4,ml,1539039454583,"21km NNE of Badger, Alaska",0,Alaska
4.3,mb,1539039313250,"144km SE of Kuqa, China",0,China
1.6,ml,1539039225480,"72km N of Tonopah, Nevada",0,Nevada
0.92,ml,1539038995900,"9km N of Belfair, Washington",0,Washington
0.7,md,1539038721960,"11km E of Mammoth Lakes, CA",0,California
2.6,ml,1539038706850,"17km N of Pahala, Hawaii",0,Hawaii
2.04,ml,1539038321710,"5km SW of Volcano, Hawaii",0,Hawaii
1.41,md,1539038282450,"5km W of Mammoth Lakes, CA",0,California
1.92,md,1539037794010,"4km SW of Volcano, Hawaii",0,Hawaii
0.97,md,1539037325790,"20km SW of Toms Place, CA",0,California
3.3,ml,1539037292385,"47km WSW of Big Lake, Alaska",0,Alaska
0.8,md,1539036439460,"16km SE of Volcano, Hawaii",0,Hawaii
1.4,ml,1539036389022,"34km NNW of Valdez, Alaska",0,Alaska
4.6,mb,1539035994810,"14km WNW of Kasiguncu, Indonesia",0,Indonesia
0.41,ml,1539035748040,"6km WNW of Coso Junction, CA",0,California
1.95,ml,1539035532120,"3km W of Volcano, Hawaii",0,Hawaii
0.6,ml,1539035449177,"37km NNE of North Nenana, Alaska",0,Alaska
2.98,ml,1539035052640,"6km S of Ojai, CA",0,California
1.8,ml,1539034959839,"49km NNE of Lovelock, Nevada",0,Nevada
4.4,mb,1539034912990,"65km NNE of Hachijo-jima, Japan",0,Japan
0.8,ml,1539034836180,"6km WNW of Coso Junction, CA",0,California
-0.44,ml,1539034663370,"42km ENE of Adak, Alaska",0,Alaska
0.79,ml,1539034320290,"4km WNW of Coso Junction, CA",0,California
1.74,ml,1539034008210,"5km WNW of Coso Junction, CA",0,California
3.23,ml,1539033902190,"5km WNW of Coso Junction, CA",0,California
1.97,ml,1539033681020,"16km S of Whitehall, Montana",0,Montana
1.12,ml,1539033346830,"4km ENE of Calimesa, CA",0,California
5.1,mb,1539033346530,"13km E of Palu, Indonesia",1,Indonesia
1.2,md,1539032107930,"11km E of Mammoth Lakes, CA",0,California
4.6,mb,1539032001530,"204km ESE of Enarotali, Indonesia",0,Indonesia
1.6,ml,1539031955530,"38km WSW of Redoubt Volcano, Alaska",0,Alaska
1.9,ml,1539031938207,"113km NNW of Arctic Village, Alaska",0,Alaska
0.95,ml,1539031787670,"17km SSE of Morton, Washington",0,Washington
2.1,ml,1539031459694,"67km SSW of Kaktovik, Alaska",0,Alaska
0.9,ml,1539031176132,"5km NNW of North Pole, Alaska",0,Alaska
0.99,ml,1539030986810,"8km S of Idyllwild, CA",0,California
0.93,ml,1539030985020,"7km S of Idyllwild, CA",0,California
1.0,ml,1539030955722,"64km WSW of North Nenana, Alaska",0,Alaska
1.12,md,1539030566000,"10km W of Atascadero, CA",0,California
1.99,md,1539030248660,"18km SE of Volcano, Hawaii",0,Hawaii
2.0,ml,1539029756056,"11km WNW of Ely, Nevada",0,Nevada
0.43,ml,1539029380200,"10km NE of Aguanga, CA",0,California
2.83,ml,1539029379980,"27km W of Pepeekeo, Hawaii",0,Hawaii
4.7,mb,1539028322670,"41km E of Namie, Japan",0,Japan
0.37,md,1539028131970,"5km ENE of Mammoth Lakes, CA",0,California
1.94,ml,1539027958720,"3km W of Volcano, Hawaii",0,Hawaii
2.28,md,1539027607090,"13km SE of Mammoth Lakes, CA",0,California
1.6,ml,1539026615466,"52km W of Willow, Alaska",0,Alaska
1.1,ml,1539025632711,"41km SE of Glennallen, Alaska",0,Alaska
1.7,ml,1539025533134,"79km SW of Kaktovik, Alaska",0,Alaska
0.1,ml,1539024273987,"98km NNW of Nikiski, Alaska",0,Alaska
1.4,ml,1539023935588,"42km SW of North Nenana, Alaska",0,Alaska
2.03,md,1539023375850,"3km W of Anderson Springs, CA",0,California
1.15,md,1539023343000,"3km W of Anderson Springs, CA",0,California
0.93,md,1539022642840,"24km SSW of Toppenish, Washington",0,Washington
0.8,ml,1539022510205,"64km ESE of Warm Springs, Nevada",0,Nevada
4.4,mb,1539020712670,"21km E of Tomakomai, Japan",0,Japan
1.23,ml,1539020581640,"19km ENE of Springfield, Oregon",0,Oregon
1.1,ml,1539020334265,"121km NW of Arctic Village, Alaska",0,Alaska
2.1,ml,1539020101320,"105km NE of Kodiak, Alaska",0,Alaska
0.7,ml,1539020063566,"49km SE of Beatty, Nevada",0,Nevada
0.29,md,1539019771510,"13km NNW of West Yellowstone, Montana",0,Montana
4.5,mb,1539019465790,"58km WNW of San Antonio de los Cobres, Argentina",0,Argentina
1.5,ml,1539019309770,"61km WNW of Talkeetna, Alaska",0,Alaska
0.11,md,1539018570800,"11km E of Mammoth Lakes, CA",0,California
1.7,ml,1539018479334,"60km SSW of Kaktovik, Alaska",0,Alaska
2.9,ml,1539018468012,"87km SSW of Shishmaref, Alaska",0,Alaska
1.89,ml,1539018415460,"4km N of La Verne, CA",0,California
2.01,ml,1539018148880,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
3.1,ml,1539018073468,"59km SSW of Kaktovik, Alaska",0,Alaska
0.15,md,1539017416320,"11km E of Mammoth Lakes, CA",0,California
2.4,ml,1539017344300,"21km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
1.0,md,1539017325780,"23km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
-0.13,ml,1539016858880,"12km WNW of Dutch Harbor, Alaska",0,Alaska
0.94,md,1539015542810,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
0.9,ml,1539015080120,"7km S of Pearblossum, CA",0,California
2.16,ml,1539014996850,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
2.15,ml,1539014556720,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
0.2,ml,1539014441056,"32km NNW of Gabbs, Nevada",0,Nevada
2.4,ml,1539014187827,"108km NW of Arctic Village, Alaska",0,Alaska
2.8,ml,1539014045014,"79km NW of Yakutat, Alaska",0,Alaska
2.1,ml,1539014015031,"106km W of Talkeetna, Alaska",0,Alaska
0.5,ml,1539013984365,"32km SSW of Badger, Alaska",0,Alaska
2.39,ml,1539012934310,"27km E of Honaunau-Napoopoo, Hawaii",0,Hawaii
1.5,ml,1539012850985,"54km NNE of Talkeetna, Alaska",0,Alaska
1.8,ml,1539012231577,"108km NNW of Arctic Village, Alaska",0,Alaska
3.83,mw,1539011708090,"109km WNW of Trinidad, CA",0,California
1.7,ml,1539011283738,"76km SSW of Kaktovik, Alaska",0,Alaska
0.87,md,1539011171380,"5km NNW of The Geysers, CA",0,California
2.3,ml,1539010791814,"106km NW of Arctic Village, Alaska",0,Alaska
1.31,ml,1539010766070,"33km W of Seabeck, Washington",0,Washington
1.7,ml,1539010710551,"22km SSW of Anchor Point, Alaska",0,Alaska
4.5,mb,1539010454950,"39km ESE of Lamitan, Philippines",0,Philippines
1.3,ml,1539010435497,"38km ESE of Bridgeport, California",0,California
4.6,mb,1539010082700,"67km W of Kashi, China",0,China
1.51,ml,1539009111440,"7km ESE of Carnation, Washington",0,Washington
2.06,ml,1539007905280,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
0.07,ml,1539007711440,"42km ENE of Adak, Alaska",0,Alaska
-0.67,ml,1539007707710,"42km ENE of Adak, Alaska",0,Alaska
0.9,ml,1539007567372,"7km S of Salcha, Alaska",0,Alaska
4.7,mb,1539006915650,"122km S of Taron, Papua New Guinea",0,Papua New Guinea
2.6,ml,1539006286917,"83km NW of Yakutat, Alaska",0,Alaska
2.7,ml,1539006284029,"65km WNW of Yakutat, Alaska",0,Alaska
2.12,ml,1539005803260,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
1.2,ml,1539005800898,"36km N of North Nenana, Alaska",0,Alaska
1.7,ml,1539005734624,"108km NW of Arctic Village, Alaska",0,Alaska
-0.51,ml,1539005323860,"92km SE of King Salmon, Alaska",0,Alaska
1.72,ml,1539005220960,"17km ENE of Ocotillo, CA",0,California
1.7,ml,1539005196540,"21km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
-0.67,ml,1539004992270,"94km SE of King Salmon, Alaska",0,Alaska
-0.6,ml,1539004591670,"42km ENE of Adak, Alaska",0,Alaska
1.23,ml,1539003910830,"7km SW of Niland, CA",0,California
1.02,ml,1539003904070,"5km SW of Niland, CA",0,California
4.6,mb,1539003238480,"29km E of Tomakomai, Japan",0,Japan
0.34,md,1539002883390,"9km WNW of Cobb, CA",0,California
1.18,md,1539002763250,"15km E of Pinnacles, CA",0,California
1.8,ml,1539002656166,"73km SSW of Kaktovik, Alaska",0,Alaska
1.63,ml,1539001804400,"16km ESE of Julian, CA",0,California
1.6,ml,1539000944897,"27km NNW of Hawthorne, Nevada",0,Nevada
2.7,ml,1539000824026,"109km NNW of Arctic Village, Alaska",0,Alaska
0.7,ml,1539000754878,"50km ESE of Beatty, Nevada",0,Nevada
4.7,mb,1539000356490,"92km NE of San Jose del Cabo, Mexico",0,Mexico
1.24,ml,1539000265030,"17km ESE of Anza, CA",0,California
0.89,ml,1539000264560,"10km NE of Aguanga, CA",0,California
0.7,ml,1539000030036,"40km NE of Lone Pine, California",0,California
0.78,ml,1538999992590,"6km N of Lake Henshaw, CA",0,California
1.3,ml,1538999408042,"7km SSE of Fernley, Nevada",0,Nevada
1.8,ml,1538999295541,"58km S of Kaktovik, Alaska",0,Alaska
1.2,ml,1538999030898,"41km SSW of Caliente, Nevada",0,Nevada
1.2,ml,1538998942865,"39km NNW of Nikiski, Alaska",0,Alaska
1.52,ml,1538998734310,"36km ENE of Old Faithful Geyser, Wyoming",0,Wyoming
0.6,ml,1538998596960,"34km SSW of Caliente, Nevada",0,Nevada
0.64,md,1538997919570,"4km SW of Volcano, Hawaii",0,Hawaii
2.0,ml,1538997558599,"44km S of Redoubt Volcano, Alaska",0,Alaska
0.99,ml,1538996834860,"26km SSW of Ocotillo Wells, CA",0,California
0.5,ml,1538996814811,"49km SE of Beatty, Nevada",0,Nevada
1.7,ml,1538996633772,"57km WNW of Valdez, Alaska",0,Alaska
2.1,ml,1538996527950,"83km WSW of Larsen Bay, Alaska",0,Alaska
0.56,md,1538996078580,"6km WNW of Cobb, CA",0,California
1.86,ml,1538995635780,"6km NNE of Tacoma, Washington",0,Washington
0.8,ml,1538995157975,"77km S of Currant, Nevada",0,Nevada
2.81,md,1538994911570,"102km W of Petrolia, CA",0,California
1.4,md,1538994040740,"10km WNW of The Geysers, CA",0,California
0.83,md,1538993636820,"22km SW of Toms Place, CA",0,California
-0.4,ml,1538992824764,"3km ENE of Sun Valley, Nevada",0,Nevada
2.3,ml,1538992750507,"77km W of Anchor Point, Alaska",0,Alaska
1.02,ml,1538992667730,"10km NE of Aguanga, CA",0,California
1.21,md,1538992574180,"10km S of Mammoth Lakes, CA",0,California
0.84,ml,1538992471280,"2km WNW of Cabazon, CA",0,California
0.4,ml,1538992394349,"8km S of Dayton, Nevada",0,Nevada
0.26,md,1538990895570,"7km NW of The Geysers, CA",0,California
1.3,ml,1538990117227,"77km S of Currant, Nevada",0,Nevada
2.4,ml,1538990002403,"91km SW of Old Crow, Canada",0,Canada
0.97,ml,1538989148110,"9km NE of Butte, Montana",0,Montana
0.2,ml,1538988259240,"13km NNE of Incline Village, Nevada",0,Nevada
2.21,ml,1538988199160,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
0.8,ml,1538987821056,"49km SE of North Nenana, Alaska",0,Alaska
0.94,ml,1538987099690,"18km ESE of Anza, CA",0,California
1.44,md,1538986960730,"4km NNE of Malden, Missouri",0,Missouri
2.4,ml,1538986914808,"67km WNW of Talkeetna, Alaska",0,Alaska
1.6,ml,1538986406760,"91km W of Cantwell, Alaska",0,Alaska
2.02,ml,1538986315030,"14km S of Fern Acres, Hawaii",0,Hawaii
0.0,ml,1538986164705,"58km ENE of Beatty, Nevada",0,Nevada
1.03,ml,1538986102340,"16km SSW of Lincoln, Montana",0,Montana
2.52,md,1538985372200,"31km NNW of San Antonio, Puerto Rico",0,Puerto Rico
0.21,ml,1538985079200,"43km ENE of Adak, Alaska",0,Alaska
1.9,ml,1538984239916,"163km SSE of Kotzebue, Alaska",0,Alaska
1.22,ml,1538983780610,"19km ESE of Julian, CA",0,California
0.22,ml,1538983561420,"11km NNE of Moose Wilson Road, Wyoming",0,Wyoming
1.2,ml,1538983394225,"115km ESE of Holy Cross, Alaska",0,Alaska
1.3,ml,1538980487812,"27km WSW of Hawthorne, Nevada",0,Nevada
0.9,ml,1538980464990,"29km ENE of Fallon, Nevada",0,Nevada
0.0,ml,1538980388303,"2km ENE of Sun Valley, Nevada",0,Nevada
2.1,ml,1538980381760,"97km WSW of Old Crow, Canada",0,Canada
-0.38,ml,1538980329850,"42km ENE of Adak, Alaska",0,Alaska
-0.3,ml,1538980326930,"42km ENE of Adak, Alaska",0,Alaska
3.0,ml,1538979732966,"89km SW of Old Crow, Canada",0,Canada
1.3,ml,1538979421973,"30km NNW of Nikiski, Alaska",0,Alaska
2.0,ml,1538979367538,"63km SSW of Kaktovik, Alaska",0,Alaska
2.1,ml,1538979218301,"11km ESE of Sterling, Alaska",0,Alaska
1.83,ml,1538978995180,"10km SSW of Leilani Estates, Hawaii",0,Hawaii
1.95,md,1538978582040,"6km SSE of Ponce, Puerto Rico",0,Puerto Rico
0.3,ml,1538978266210,"42km ENE of Adak, Alaska",0,Alaska
2.5,ml,1538977568950,"60km ESE of Amatignak Island, Alaska",0,Alaska
4.9,mb,1538977532250,"293km ESE of Iwo Jima, Japan",0,Japan
1.9,ml,1538977255125,"43km W of Valdez, Alaska",0,Alaska
1.42,ml,1538977194340,"15km SE of Lincoln, Montana",0,Montana
1.6,ml,1538976989591,"42km SSE of Homer, Alaska",0,Alaska
1.04,ml,1538976108460,"19km ESE of Ridgecrest, CA",0,California
1.63,md,1538975540090,"12km E of Kanab, Utah",0,Utah
0.29,ml,1538975525890,"36km SSE of Morton, Washington",0,Washington
1.8,ml,1538975405410,"12km E of Sterling, Alaska",0,Alaska
0.88,md,1538975110590,"3km ENE of Vazquez, Puerto Rico",0,Puerto Rico
